name,year,cost
c_n_guay,2020.0,58.10721893
c_n_guay,2021.0,59.40017801
c_n_guay,2022.0,60.61578037
c_n_guay,2023.0,61.84210024
c_n_guay,2024.0,62.92177797
c_n_guay,2025.0,63.82507951
c_n_guay,2026.0,65.14762852
c_n_guay,2027.0,66.3728146
c_n_guay,2028.0,67.68586703
c_n_guay,2029.0,69.02075664
c_n_guay,2030.0,70.32012032
c_n_lerm,2016.0,35.49231023
c_n_lerm,2017.0,49.51191157
c_n_lerm,2018.0,52.72892621
c_n_lerm,2019.0,55.6162355
c_n_lerm,2020.0,57.34233562
c_n_lerm,2021.0,58.64271238
c_n_lerm,2022.0,59.8653819
c_n_lerm,2023.0,61.09898115
c_n_lerm,2024.0,62.18591138
c_n_lerm,2025.0,63.09491547
c_n_lerm,2026.0,64.42487193
c_n_lerm,2027.0,65.65691154
c_n_lerm,2028.0,66.9771769
c_n_lerm,2029.0,68.3192958
c_n_lerm,2030.0,69.62570687
c_n_maza,2016.0,36.19403667
c_n_maza,2017.0,50.13572113
c_n_maza,2018.0,53.33475982
c_n_maza,2019.0,56.2059762
c_n_maza,2020.0,57.92239541
c_n_maza,2021.0,59.2153545
c_n_maza,2022.0,60.43095686
c_n_maza,2023.0,61.65727673
c_n_maza,2024.0,62.73695446
c_n_maza,2025.0,63.64025599
c_n_maza,2026.0,64.96280501
c_n_maza,2027.0,66.18799108
c_n_maza,2028.0,67.50104352
c_n_maza,2029.0,68.83593313
c_n_maza,2030.0,70.1352968
c_n_meri,2016.0,38.98997885
c_n_meri,2017.0,53.00958019
c_n_meri,2018.0,56.22659483
c_n_meri,2019.0,59.11390412
c_n_meri,2020.0,60.84000424
c_n_meri,2021.0,62.140381
c_n_meri,2022.0,63.36305052
c_n_meri,2023.0,64.59664978
c_n_meri,2024.0,65.68358001
c_n_meri,2025.0,66.59258409
c_n_meri,2026.0,67.92254056
c_n_meri,2027.0,69.15458017
c_n_meri,2028.0,70.47484553
c_n_meri,2029.0,71.81696442
c_n_meri,2030.0,73.12337549
c_n_petacal,2016.0,36.07509688
c_n_petacal,2017.0,50.01678134
c_n_petacal,2018.0,53.21582003
c_n_petacal,2019.0,56.08703641
c_n_petacal,2020.0,57.80345562
c_n_petacal,2021.0,59.09641471
c_n_petacal,2022.0,60.31201707
c_n_petacal,2023.0,61.53833694
c_n_petacal,2024.0,62.61801467
c_n_petacal,2025.0,63.52131621
c_n_petacal,2026.0,64.84386522
c_n_petacal,2027.0,66.0690513
c_n_petacal,2028.0,67.38210373
c_n_petacal,2029.0,68.71699334
c_n_petacal,2030.0,70.01635702
c_n_plibe,2016.0,36.77517193
c_n_plibe,2017.0,50.71685639
c_n_plibe,2018.0,53.91589508
c_n_plibe,2019.0,56.78711146
c_n_plibe,2020.0,58.50353067
c_n_plibe,2021.0,59.79648976
c_n_plibe,2022.0,61.01209212
c_n_plibe,2023.0,62.23841199
c_n_plibe,2024.0,63.31808972
c_n_plibe,2025.0,64.22139125
c_n_plibe,2026.0,65.54394027
c_n_plibe,2027.0,66.76912635
c_n_plibe,2028.0,68.08217878
c_n_plibe,2029.0,69.41706839
c_n_plibe,2030.0,70.71643207
c_n_poza,2016.0,34.10292935
c_n_poza,2017.0,48.3952398
c_n_poza,2018.0,51.67517024
c_n_poza,2019.0,54.61880474
c_n_poza,2020.0,56.37878802
c_n_poza,2021.0,57.70512663
c_n_poza,2022.0,58.95253121
c_n_poza,2023.0,60.21160831
c_n_poza,2024.0,61.32392231
c_n_poza,2025.0,62.25288532
c_n_poza,2026.0,63.60876787
c_n_poza,2027.0,64.86479482
c_n_poza,2028.0,66.21030542
c_n_poza,2029.0,67.57772684
c_n_poza,2030.0,68.90880377
c_n_rbra,2016.0,35.21449969
c_n_rbra,2017.0,49.15618415
c_n_rbra,2018.0,52.35522284
c_n_rbra,2019.0,55.22643921
c_n_rbra,2020.0,56.94285843
c_n_rbra,2021.0,58.23581752
c_n_rbra,2022.0,59.45141988
c_n_rbra,2023.0,60.67773975
c_n_rbra,2024.0,61.75741747
c_n_rbra,2025.0,62.66071901
c_n_rbra,2026.0,63.98326803
c_n_rbra,2027.0,65.2084541
c_n_rbra,2028.0,66.52150654
c_n_rbra,2029.0,67.85639615
c_n_rbra,2030.0,69.15575982
c_n_sala,2016.0,30.63251228
c_n_sala,2017.0,44.65211362
c_n_sala,2018.0,47.86912826
c_n_sala,2019.0,50.75643755
c_n_sala,2020.0,52.48253767
c_n_sala,2021.0,53.78291443
c_n_sala,2022.0,55.00558395
c_n_sala,2023.0,56.2391832
c_n_sala,2024.0,57.32611344
c_n_sala,2025.0,58.23511752
c_n_sala,2026.0,59.56507399
c_n_sala,2027.0,60.79711359
c_n_sala,2028.0,62.11737895
c_n_sala,2029.0,63.45949785
c_n_sala,2030.0,64.76590892
c_n_sama,2016.0,37.56080445
c_n_sama,2017.0,51.50248891
c_n_sama,2018.0,54.7015276
c_n_sama,2019.0,57.57274398
c_n_sama,2020.0,59.28916319
c_n_sama,2021.0,60.58212228
c_n_sama,2022.0,61.79772464
c_n_sama,2023.0,63.02404451
c_n_sama,2024.0,64.10372224
c_n_sama,2025.0,65.00702378
c_n_sama,2026.0,66.32957279
c_n_sama,2027.0,67.55475887
c_n_sama,2028.0,68.8678113
c_n_sama,2029.0,70.20270091
c_n_sama,2030.0,71.50206459
c_n_topo,2016.0,36.32031557
c_n_topo,2017.0,50.26200002
c_n_topo,2018.0,53.46103871
c_n_topo,2019.0,56.33225509
c_n_topo,2020.0,58.04867431
c_n_topo,2021.0,59.34163339
c_n_topo,2022.0,60.55723575
c_n_topo,2023.0,61.78355562
c_n_topo,2024.0,62.86323335
c_n_topo,2025.0,63.76653489
c_n_topo,2026.0,65.0890839
c_n_topo,2027.0,66.31426998
c_n_topo,2028.0,67.62732241
c_n_topo,2029.0,68.96221202
c_n_topo,2030.0,70.2615757
c_n_tula,2016.0,31.05193191
c_n_tula,2017.0,45.34424236
c_n_tula,2018.0,48.6241728
c_n_tula,2019.0,51.5678073
c_n_tula,2020.0,53.32779058
c_n_tula,2021.0,54.65412919
c_n_tula,2022.0,55.90153377
c_n_tula,2023.0,57.16061087
c_n_tula,2024.0,58.27292487
c_n_tula,2025.0,59.20188788
c_n_tula,2026.0,60.55777042
c_n_tula,2027.0,61.81379738
c_n_tula,2028.0,63.15930798
c_n_tula,2029.0,64.5267294
c_n_tula,2030.0,65.85780633
c_n_tuxp,2016.0,35.040717
c_n_tuxp,2017.0,49.06031834
c_n_tuxp,2018.0,52.27733298
c_n_tuxp,2019.0,55.16464227
c_n_tuxp,2020.0,56.89074239
c_n_tuxp,2021.0,58.19111915
c_n_tuxp,2022.0,59.41378867
c_n_tuxp,2023.0,60.64738792
c_n_tuxp,2024.0,61.73431815
c_n_tuxp,2025.0,62.64332224
c_n_tuxp,2026.0,63.97327871
c_n_tuxp,2027.0,65.20531831
c_n_tuxp,2028.0,66.52558367
c_n_tuxp,2029.0,67.86770257
c_n_tuxp,2030.0,69.17411364
c_n_vall,2016.0,37.91124391
c_n_vall,2017.0,51.93084525
c_n_vall,2018.0,55.14785989
c_n_vall,2019.0,58.03516918
c_n_vall,2020.0,59.7612693
c_n_vall,2021.0,61.06164606
c_n_vall,2022.0,62.28431558
c_n_vall,2023.0,63.51791483
c_n_vall,2024.0,64.60484506
c_n_vall,2025.0,65.51384915
c_n_vall,2026.0,66.84380562
c_n_vall,2027.0,68.07584522
c_n_vall,2028.0,69.39611058
c_n_vall,2029.0,70.73822948
c_n_vall,2030.0,72.04464055
c_n_vizc,2016.0,41.26796681
c_n_vizc,2017.0,55.20965126
c_n_vizc,2018.0,58.40868996
c_n_vizc,2019.0,61.27990633
c_n_vizc,2020.0,62.99632555
c_n_vizc,2021.0,64.28928464
c_n_vizc,2022.0,65.504887
c_n_vizc,2023.0,66.73120687
c_n_vizc,2024.0,67.81088459
c_n_vizc,2025.0,68.71418613
c_n_vizc,2026.0,70.03673514
c_n_vizc,2027.0,71.26192122
c_n_vizc,2028.0,72.57497366
c_n_vizc,2029.0,73.90986326
c_n_vizc,2030.0,75.20922694
c_n_vrey,2016.0,33.5309341
c_n_vrey,2017.0,47.55053544
c_n_vrey,2018.0,50.76755008
c_n_vrey,2019.0,53.65485937
c_n_vrey,2020.0,55.38095949
c_n_vrey,2021.0,56.68133625
c_n_vrey,2022.0,57.90400577
c_n_vrey,2023.0,59.13760502
c_n_vrey,2024.0,60.22453525
c_n_vrey,2025.0,61.13353934
c_n_vrey,2026.0,62.4634958
c_n_vrey,2027.0,63.69553541
c_n_vrey,2028.0,65.01580077
c_n_vrey,2029.0,66.35791967
c_n_vrey,2030.0,67.66433074
ca_i_car2,2016.0,46.53549601
ca_i_car2,2017.0,64.12571464
ca_i_car2,2018.0,71.9714838
ca_i_car2,2019.0,73.96346114
ca_i_car2,2020.0,80.54399638
ca_i_car2,2021.0,82.67109309
ca_i_car2,2022.0,83.08590759
ca_i_car2,2023.0,83.94253405
ca_i_car2,2024.0,84.36198788
ca_i_car2,2025.0,84.7826175
ca_i_car2,2026.0,85.42408474
ca_i_car2,2027.0,85.42018369
ca_i_car2,2028.0,85.84439534
ca_i_car2,2029.0,86.26671117
ca_i_car2,2030.0,86.69168845
ca_i_peta,2016.0,62.6892361
ca_i_peta,2017.0,87.96505518
ca_i_peta,2018.0,99.23883444
ca_i_peta,2019.0,102.1011558
ca_i_peta,2020.0,111.5568892
ca_i_peta,2021.0,114.613367
ca_i_peta,2022.0,115.2094242
ca_i_peta,2023.0,116.4403319
ca_i_peta,2024.0,117.0430554
ca_i_peta,2025.0,117.6474685
ca_i_peta,2026.0,118.5692086
ca_i_peta,2027.0,118.5636031
ca_i_peta,2028.0,119.1731633
ca_i_peta,2029.0,119.7799993
ca_i_peta,2030.0,120.3906596
ca_rioes,2016.0,41.93620025
ca_rioes,2017.0,58.16301225
ca_rioes,2018.0,65.40066085
ca_rioes,2019.0,67.23824129
ca_rioes,2020.0,73.30872345
ca_rioes,2021.0,75.27095024
ca_rioes,2022.0,75.65361274
ca_rioes,2023.0,76.44384262
ca_rioes,2024.0,76.83078486
ca_rioes,2025.0,77.21881175
ca_rioes,2026.0,77.81055926
ca_rioes,2027.0,77.80696058
ca_rioes,2028.0,78.19829187
ca_rioes,2029.0,78.58787426
ca_rioes,2030.0,78.97991182
d_bcn,2016.0,76.51154122
d_bcn,2017.0,92.00132415
d_bcn,2018.0,95.78064167
d_bcn,2019.0,99.07793093
d_bcn,2020.0,101.1891254
d_bcn,2021.0,103.0691034
d_bcn,2022.0,105.0524806
d_bcn,2023.0,107.4002832
d_bcn,2024.0,111.4195747
d_bcn,2025.0,113.9371511
d_bcn,2026.0,115.4436501
d_bcn,2027.0,116.8193321
d_bcn,2028.0,117.9879275
d_bcn,2029.0,118.9362221
d_bcn,2030.0,119.8835661
d_naciona,2016.0,75.14576594
d_naciona,2017.0,90.35904729
d_naciona,2018.0,94.07090181
d_naciona,2019.0,97.30933255
d_naciona,2020.0,99.38284098
d_naciona,2021.0,101.2292603
d_naciona,2022.0,103.177233
d_naciona,2023.0,105.483126
d_naciona,2024.0,109.4306708
d_naciona,2025.0,111.903307
d_naciona,2026.0,113.3829141
d_naciona,2027.0,114.7340394
d_naciona,2028.0,115.8817747
d_naciona,2029.0,116.8131417
d_naciona,2030.0,117.7435751
d_penins,2016.0,77.64585804
d_penins,2017.0,93.36528374
d_penins,2018.0,97.20063128
d_penins,2019.0,100.5468043
d_penins,2020.0,102.6892981
d_penins,2021.0,104.5971476
d_penins,2022.0,106.6099292
d_penins,2023.0,108.992539
d_penins,2024.0,113.0714183
d_penins,2025.0,115.6263188
d_penins,2026.0,117.1551523
d_penins,2027.0,118.5512294
d_penins,2028.0,119.7371497
d_penins,2029.0,120.6995032
d_penins,2030.0,121.660892
g_2boca,2016.0,3.880380214
g_2boca,2017.0,4.376828665
g_2boca,2018.0,4.269041901
g_2boca,2019.0,4.493984374
g_2boca,2020.0,4.612277227
g_2boca,2021.0,4.716638012
g_2boca,2022.0,4.820998314
g_2boca,2023.0,4.873178465
g_2boca,2024.0,4.925359099
g_2boca,2025.0,4.97753925
g_2boca,2026.0,5.029719884
g_2boca,2027.0,5.081900518
g_2boca,2028.0,5.134080186
g_2boca,2029.0,5.18626082
g_2boca,2030.0,5.238440971
g_ahnrr,2016.0,3.776280214
g_ahnrr,2017.0,4.272728665
g_ahnrr,2018.0,4.164941901
g_ahnrr,2019.0,4.389884374
g_ahnrr,2020.0,4.508177227
g_ahnrr,2021.0,4.612538012
g_ahnrr,2022.0,4.716898314
g_ahnrr,2023.0,4.769078465
g_ahnrr,2024.0,4.821259099
g_ahnrr,2025.0,4.87343925
g_ahnrr,2026.0,4.925619884
g_ahnrr,2027.0,4.977800518
g_ahnrr,2028.0,5.029980186
g_ahnrr,2029.0,5.08216082
g_ahnrr,2030.0,5.134340971
g_central,2016.0,4.073680214
g_central,2017.0,4.570128665
g_central,2018.0,4.357284221
g_central,2019.0,4.582226694
g_central,2020.0,4.700519547
g_central,2021.0,4.804880332
g_central,2022.0,4.909240634
g_central,2023.0,4.961420785
g_central,2024.0,5.013601419
g_central,2025.0,5.06578157
g_central,2026.0,5.117962204
g_central,2027.0,5.170142838
g_central,2028.0,5.222322506
g_central,2029.0,5.27450314
g_central,2030.0,5.326683291
g_i_jovibn,2016.0,4.725145492
g_i_jovibn,2017.0,5.302689899
g_i_jovibn,2018.0,5.185616317
g_i_jovibn,2019.0,5.447303643
g_i_jovibn,2020.0,5.584919895
g_i_jovibn,2021.0,5.706328246
g_i_jovibn,2022.0,5.827736034
g_i_jovibn,2023.0,5.888439929
g_i_jovibn,2024.0,5.949144385
g_i_jovibn,2025.0,6.009848279
g_i_jovibn,2026.0,6.070552736
g_i_jovibn,2027.0,6.131257192
g_i_jovibn,2028.0,6.191960524
g_i_jovibn,2029.0,6.252664981
g_i_jovibn,2030.0,6.313368875
g_i_noro,2016.0,5.147993088
g_i_noro,2017.0,5.725537494
g_i_noro,2018.0,5.338788245
g_i_noro,2019.0,5.600475571
g_i_noro,2020.0,5.738091823
g_i_noro,2021.0,5.859500174
g_i_noro,2022.0,5.980907963
g_i_noro,2023.0,6.041611857
g_i_noro,2024.0,6.102316313
g_i_noro,2025.0,6.163020208
g_i_noro,2026.0,6.223724664
g_i_noro,2027.0,6.28442912
g_i_noro,2028.0,6.345132453
g_i_noro,2029.0,6.405836909
g_i_noro,2030.0,6.466540803
g_lerma,2016.0,3.792780214
g_lerma,2017.0,4.289228665
g_lerma,2018.0,4.076384221
g_lerma,2019.0,4.301326694
g_lerma,2020.0,4.419619547
g_lerma,2021.0,4.523980332
g_lerma,2022.0,4.628340634
g_lerma,2023.0,4.680520785
g_lerma,2024.0,4.732701419
g_lerma,2025.0,4.78488157
g_lerma,2026.0,4.837062204
g_lerma,2027.0,4.889242838
g_lerma,2028.0,4.941422506
g_lerma,2029.0,4.99360314
g_lerma,2030.0,5.045783291
g_nizuc,2016.0,4.137880214
g_nizuc,2017.0,4.634328665
g_nizuc,2018.0,4.421484221
g_nizuc,2019.0,4.646426694
g_nizuc,2020.0,4.764719547
g_nizuc,2021.0,4.869080332
g_nizuc,2022.0,4.973440634
g_nizuc,2023.0,5.025620785
g_nizuc,2024.0,5.077801419
g_nizuc,2025.0,5.12998157
g_nizuc,2026.0,5.182162204
g_nizuc,2027.0,5.234342838
g_nizuc,2028.0,5.286522506
g_nizuc,2029.0,5.33870314
g_nizuc,2030.0,5.390883291
g_penin,2016.0,3.890380214
g_penin,2017.0,4.386828665
g_penin,2018.0,4.173984221
g_penin,2019.0,4.398926694
g_penin,2020.0,4.517219547
g_penin,2021.0,4.621580332
g_penin,2022.0,4.725940634
g_penin,2023.0,4.778120785
g_penin,2024.0,4.830301419
g_penin,2025.0,4.88248157
g_penin,2026.0,4.934662204
g_penin,2027.0,4.986842838
g_penin,2028.0,5.039022506
g_penin,2029.0,5.09120314
g_penin,2030.0,5.143383291
g_petsal,2016.0,4.177780214
g_petsal,2017.0,4.674228665
g_petsal,2018.0,4.461384221
g_petsal,2019.0,4.686326694
g_petsal,2020.0,4.804619547
g_petsal,2021.0,4.908980332
g_petsal,2022.0,5.013340634
g_petsal,2023.0,5.065520785
g_petsal,2024.0,5.117701419
g_petsal,2025.0,5.16988157
g_petsal,2026.0,5.222062204
g_petsal,2027.0,5.274242838
g_petsal,2028.0,5.326422506
g_petsal,2029.0,5.37860314
g_petsal,2030.0,5.430783291
g_sauzqro,2016.0,4.073680214
g_sauzqro,2017.0,4.570128665
g_sauzqro,2018.0,4.357284221
g_sauzqro,2019.0,4.582226694
g_sauzqro,2020.0,4.700519547
g_sauzqro,2021.0,4.804880332
g_sauzqro,2022.0,4.909240634
g_sauzqro,2023.0,4.961420785
g_sauzqro,2024.0,5.013601419
g_sauzqro,2025.0,5.06578157
g_sauzqro,2026.0,5.117962204
g_sauzqro,2027.0,5.170142838
g_sauzqro,2028.0,5.222322506
g_sauzqro,2029.0,5.27450314
g_sauzqro,2030.0,5.326683291
g_slorp,2016.0,4.073680214
g_slorp,2017.0,4.570128665
g_slorp,2018.0,4.357284221
g_slorp,2019.0,4.582226694
g_slorp,2020.0,4.700519547
g_slorp,2021.0,4.804880332
g_slorp,2022.0,4.909240634
g_slorp,2023.0,4.961420785
g_slorp,2024.0,5.013601419
g_slorp,2025.0,5.06578157
g_slorp,2026.0,5.117962204
g_slorp,2027.0,5.170142838
g_slorp,2028.0,5.222322506
g_slorp,2029.0,5.27450314
g_slorp,2030.0,5.326683291
g_tuxpoz,2016.0,3.880380214
g_tuxpoz,2017.0,4.376828665
g_tuxpoz,2018.0,4.163984221
g_tuxpoz,2019.0,4.388926694
g_tuxpoz,2020.0,4.507219547
g_tuxpoz,2021.0,4.611580332
g_tuxpoz,2022.0,4.715940634
g_tuxpoz,2023.0,4.768120785
g_tuxpoz,2024.0,4.820301419
g_tuxpoz,2025.0,4.87248157
g_tuxpoz,2026.0,4.924662204
g_tuxpoz,2027.0,4.976842838
g_tuxpoz,2028.0,5.029022506
g_tuxpoz,2029.0,5.08120314
g_tuxpoz,2030.0,5.133383291
gn_altam,2016.0,3.776280214
gn_altam,2017.0,4.272728665
gn_altam,2018.0,4.164941901
gn_altam,2019.0,4.389884374
gn_altam,2020.0,4.508177227
gn_altam,2021.0,4.612538012
gn_altam,2022.0,4.716898314
gn_altam,2023.0,4.769078465
gn_altam,2024.0,4.821259099
gn_altam,2025.0,4.87343925
gn_altam,2026.0,4.925619884
gn_altam,2027.0,4.977800518
gn_altam,2028.0,5.029980186
gn_altam,2029.0,5.08216082
gn_altam,2030.0,5.134340971
gn_lic_mz,2016.0,3.192707146
gn_lic_mz,2017.0,3.639927011
gn_lic_mz,2018.0,3.842447423
gn_lic_mz,2019.0,4.045084257
gn_lic_mz,2020.0,4.15164701
gn_lic_mz,2021.0,4.24565922
gn_lic_mz,2022.0,4.339670995
gn_lic_mz,2023.0,4.386676883
gn_lic_mz,2024.0,4.433683205
gn_lic_mz,2025.0,4.480689093
gn_lic_mz,2026.0,4.527695415
gn_lic_mz,2027.0,4.574701738
gn_lic_mz,2028.0,4.62170719
gn_lic_mz,2029.0,4.668713513
gn_lic_mz,2030.0,4.715719401
gn_tamazu,2016.0,3.822780214
gn_tamazu,2017.0,4.319228665
gn_tamazu,2018.0,4.211441901
gn_tamazu,2019.0,4.436384374
gn_tamazu,2020.0,4.554677227
gn_tamazu,2021.0,4.659038012
gn_tamazu,2022.0,4.763398314
gn_tamazu,2023.0,4.815578465
gn_tamazu,2024.0,4.867759099
gn_tamazu,2025.0,4.91993925
gn_tamazu,2026.0,4.972119884
gn_tamazu,2027.0,5.024300518
gn_tamazu,2028.0,5.076480186
gn_tamazu,2029.0,5.12866082
gn_tamazu,2030.0,5.180840971
gn_tuxp,2016.0,3.776280214
gn_tuxp,2017.0,4.272728665
gn_tuxp,2018.0,4.164941901
gn_tuxp,2019.0,4.389884374
gn_tuxp,2020.0,4.508177227
gn_tuxp,2021.0,4.612538012
gn_tuxp,2022.0,4.716898314
gn_tuxp,2023.0,4.769078465
gn_tuxp,2024.0,4.821259099
gn_tuxp,2025.0,4.87343925
gn_tuxp,2026.0,4.925619884
gn_tuxp,2027.0,4.977800518
gn_tuxp,2028.0,5.029980186
gn_tuxp,2029.0,5.08216082
gn_tuxp,2030.0,5.134340971
nuc,2016.0,1.97
nuc,2017.0,1.97
nuc,2018.0,1.98
nuc,2019.0,1.98
nuc,2020.0,1.99
nuc,2021.0,2.01
nuc,2022.0,2.01
nuc,2023.0,2.02
nuc,2024.0,2.02
nuc,2025.0,2.03
nuc,2026.0,2.04
nuc,2027.0,2.04
nuc,2028.0,2.06
nuc,2029.0,2.06
nuc,2030.0,2.07
zzon noro,2016.0,4.775580214
zzon noro,2017.0,5.272028665
zzon noro,2018.0,5.164241901
zzon noro,2019.0,5.389184374
zzon noro,2020.0,5.507477227
zzon noro,2021.0,5.611838012
zzon noro,2022.0,5.716198314
zzon noro,2023.0,5.768378465
zzon noro,2024.0,5.820559099
zzon noro,2025.0,5.87273925
zzon noro,2026.0,5.924919884
zzon noro,2027.0,5.977100518
zzon noro,2028.0,6.029280186
zzon noro,2029.0,6.08146082
zzon noro,2030.0,6.133640971
zzon nort,2016.0,4.074080214
zzon nort,2017.0,4.570528665
zzon nort,2018.0,4.462741901
zzon nort,2019.0,4.687684374
zzon nort,2020.0,4.805977227
zzon nort,2021.0,4.910338012
zzon nort,2022.0,5.014698314
zzon nort,2023.0,5.066878465
zzon nort,2024.0,5.119059099
zzon nort,2025.0,5.17123925
zzon nort,2026.0,5.223419884
zzon nort,2027.0,5.275600518
zzon nort,2028.0,5.327780186
zzon nort,2029.0,5.37996082
zzon nort,2030.0,5.432140971
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
