name_switch,name_prodesen,load_zone,load_area,time,timestamp,capacity_factor
colina,colina,05-norte,09-chihuahua,2011-12-31,20111231,0
colotipa,colotlipa,02-oriental,35-acapulco,2009-01-31,20090131,47.083351
colotipa,colotlipa,02-oriental,35-acapulco,2009-02-29,20090229,40.677066
colotipa,colotlipa,02-oriental,35-acapulco,2009-03-31,20090331,43.177083
colotipa,colotlipa,02-oriental,35-acapulco,2009-04-30,20090430,42.361146
colotipa,colotlipa,02-oriental,35-acapulco,2009-05-31,20090531,44.097205
colotipa,colotlipa,02-oriental,35-acapulco,2009-06-30,20090630,44.861128
colotipa,colotlipa,02-oriental,35-acapulco,2009-07-31,20090731,47.239566
colotipa,colotlipa,02-oriental,35-acapulco,2009-08-31,20090831,47.604149
colotipa,colotlipa,02-oriental,35-acapulco,2009-09-30,20090930,50.590278
colotipa,colotlipa,02-oriental,35-acapulco,2009-10-31,20091031,47.743073
colotipa,colotlipa,02-oriental,35-acapulco,2009-11-30,20091130,43.368056
colotipa,colotlipa,02-oriental,35-acapulco,2009-12-31,20091231,40.277778
colotipa,colotlipa,02-oriental,35-acapulco,2012-01-31,20120131,44.131944
colotipa,colotlipa,02-oriental,35-acapulco,2012-02-29,20120229,41.5625
colotipa,colotlipa,02-oriental,35-acapulco,2012-03-31,20120331,42.96875
colotipa,colotlipa,02-oriental,35-acapulco,2012-04-30,20120430,41.90974
colotipa,colotlipa,02-oriental,35-acapulco,2012-05-31,20120531,30.27776
colotipa,colotlipa,02-oriental,35-acapulco,2012-06-30,20120630,37.22224
colotipa,colotlipa,02-oriental,35-acapulco,2012-07-31,20120731,50.711806
colotipa,colotlipa,02-oriental,35-acapulco,2012-08-31,20120831,59.739583
colotipa,colotlipa,02-oriental,35-acapulco,2012-09-30,20120930,54.079878
colotipa,colotlipa,02-oriental,35-acapulco,2012-10-31,20121031,50.888906
colotipa,colotlipa,02-oriental,35-acapulco,2012-11-30,20121130,41.506944
colotipa,colotlipa,02-oriental,35-acapulco,2012-12-31,20121231,41.163177
colotipa,colotlipa,02-oriental,35-acapulco,2010-01-31,20100131,41.354184
colotipa,colotlipa,02-oriental,35-acapulco,2010-02-29,20100229,46.909722
colotipa,colotlipa,02-oriental,35-acapulco,2010-03-31,20100331,41.319444
colotipa,colotlipa,02-oriental,35-acapulco,2010-04-30,20100430,38.125
colotipa,colotlipa,02-oriental,35-acapulco,2010-05-31,20100531,38.87151
colotipa,colotlipa,02-oriental,35-acapulco,2010-06-30,20100630,39.947934
colotipa,colotlipa,02-oriental,35-acapulco,2010-07-31,20100731,60.989566
colotipa,colotlipa,02-oriental,35-acapulco,2010-08-31,20100831,82.291684
colotipa,colotlipa,02-oriental,35-acapulco,2010-09-30,20100930,86.180538
colotipa,colotlipa,02-oriental,35-acapulco,2010-10-31,20101031,70.260399
colotipa,colotlipa,02-oriental,35-acapulco,2010-11-30,20101130,54.079844
colotipa,colotlipa,02-oriental,35-acapulco,2010-12-31,20101231,49.49651
comedero,comedero,04-noroeste,05-culiacan,2013-01-31,20130131,23.924883
comedero,comedero,04-noroeste,05-culiacan,2013-02-29,20130229,23.254122
comedero,comedero,04-noroeste,05-culiacan,2013-03-31,20130331,5.174386
comedero,comedero,04-noroeste,05-culiacan,2013-04-30,20130430,0.271858
comedero,comedero,04-noroeste,05-culiacan,2013-05-31,20130531,11.827596
comedero,comedero,04-noroeste,05-culiacan,2013-06-30,20130630,3.798883
comedero,comedero,04-noroeste,05-culiacan,2013-07-31,20130731,13.763339
comedero,comedero,04-noroeste,05-culiacan,2013-08-31,20130831,0
comedero,comedero,04-noroeste,05-culiacan,2013-09-30,20130930,0
comedero,comedero,04-noroeste,05-culiacan,2013-10-31,20131031,0
comedero,comedero,04-noroeste,05-culiacan,2013-11-30,20131130,0
comedero,comedero,04-noroeste,05-culiacan,2013-12-31,20131231,0
comedero,comedero,04-noroeste,05-culiacan,2015-01-31,20150131,45.462674
comedero,comedero,04-noroeste,05-culiacan,2015-02-29,20150229,55.448733
comedero,comedero,04-noroeste,05-culiacan,2015-03-31,20150331,71.451039
comedero,comedero,04-noroeste,05-culiacan,2015-04-30,20150430,47.937365
comedero,comedero,04-noroeste,05-culiacan,2015-05-31,20150531,11.15739
comedero,comedero,04-noroeste,05-culiacan,2015-06-30,20150630,4.87151
comedero,comedero,04-noroeste,05-culiacan,2015-07-31,20150731,3.117242
comedero,comedero,04-noroeste,05-culiacan,2015-08-31,20150831,1.203342
comedero,comedero,04-noroeste,05-culiacan,2015-09-30,20150930,0.887461
comedero,comedero,04-noroeste,05-culiacan,2015-10-31,20151031,0.190657
comedero,comedero,04-noroeste,05-culiacan,2015-11-30,20151130,38.269731
comedero,comedero,04-noroeste,05-culiacan,2015-12-31,20151231,17.244236
comedero,comedero,04-noroeste,05-culiacan,2014-01-31,20140131,35.309069
comedero,comedero,04-noroeste,05-culiacan,2014-02-29,20140229,28.385312
comedero,comedero,04-noroeste,05-culiacan,2014-03-31,20140331,31.416076
comedero,comedero,04-noroeste,05-culiacan,2014-04-30,20140430,11.359319
comedero,comedero,04-noroeste,05-culiacan,2014-05-31,20140531,4.176047
comedero,comedero,04-noroeste,05-culiacan,2014-06-30,20140630,2.96511
comedero,comedero,04-noroeste,05-culiacan,2014-07-31,20140731,0.527149
comedero,comedero,04-noroeste,05-culiacan,2014-08-31,20140831,6.336215
comedero,comedero,04-noroeste,05-culiacan,2014-09-30,20140930,49.912057
comedero,comedero,04-noroeste,05-culiacan,2014-10-31,20141031,20.230793
comedero,comedero,04-noroeste,05-culiacan,2014-11-30,20141130,0
comedero,comedero,04-noroeste,05-culiacan,2014-12-31,20141231,0
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-01-31,20130131,57.075644
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-02-29,20130229,46.308767
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-03-31,20130331,26.128694
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-04-30,20130430,24.682675
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-05-31,20130531,51.304045
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-06-30,20130630,54.757547
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-07-31,20130731,68.122061
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-08-31,20130831,64.415326
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-09-30,20130930,54.585747
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-10-31,20131031,69.347536
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-11-30,20131130,65.295938
cupatitzio,cupatitzio,03-occidental,28-carapan,2013-12-31,20131231,71.960681
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-01-31,20150131,66.737726
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-02-29,20150229,59.646905
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-03-31,20150331,71.197929
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-04-30,20150430,62.604132
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-05-31,20150531,64.077271
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-06-30,20150630,62.069123
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-07-31,20150731,45.723674
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-08-31,20150831,69.600908
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-09-30,20150930,69.853849
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-10-31,20151031,69.896231
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-11-30,20151130,68.667826
cupatitzio,cupatitzio,03-occidental,28-carapan,2015-12-31,20151231,72.894264
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-01-31,20110131,65.800649
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-02-29,20110229,59.111033
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-03-31,20110331,56.079839
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-04-30,20110430,41.743684
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-05-31,20110531,45.593526
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-06-30,20110630,44.44988
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-07-31,20110731,46.758097
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-08-31,20110831,46.424946
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-09-30,20110930,45.259316
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-10-31,20111031,47.202083
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-11-30,20111130,45.730877
cupatitzio,cupatitzio,03-occidental,28-carapan,2011-12-31,20111231,46.880767
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-01-31,20070131,5.926515
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-02-29,20070229,6.089528
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-03-31,20070331,3.354876
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-04-30,20070430,0.103363
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-05-31,20070531,35.45195
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-06-30,20070630,65.190537
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-07-31,20070731,20.87263
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-08-31,20070831,10.356407
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-09-30,20070930,7.909852
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-10-31,20071031,2.494278
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-11-30,20071130,0
el_cajon,el_cajon,03-occidental,23-guadalajara,2007-12-31,20071231,0
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-01-31,20150131,10.925741
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-02-29,20150229,26.293944
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-03-31,20150331,34.907907
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-04-30,20150430,26.064852
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-05-31,20150531,20.270981
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-06-30,20150630,31.257981
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-07-31,20150731,51.570071
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-08-31,20150831,33.903294
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-09-30,20150930,4.809266
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-10-31,20151031,0.464793
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-11-30,20151130,0
el_cajon,el_cajon,03-occidental,23-guadalajara,2015-12-31,20151231,0
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-01-31,20080131,13.856037
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-02-29,20080229,20.373907
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-03-31,20080331,17.781
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-04-30,20080430,9.74763
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-05-31,20080531,11.387778
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-06-30,20080630,7.212056
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-07-31,20080731,53.869296
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-08-31,20080831,73.696074
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-09-30,20080930,96.348426
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-10-31,20081031,21.901444
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-11-30,20081130,8.252407
el_cajon,el_cajon,03-occidental,23-guadalajara,2008-12-31,20081231,4.064444
el_caracol,caracol,02-oriental,35-acapulco,2007-01-31,20070131,9.13852
el_caracol,caracol,02-oriental,35-acapulco,2007-02-29,20070229,7.452817
el_caracol,caracol,02-oriental,35-acapulco,2007-03-31,20070331,9.49477
el_caracol,caracol,02-oriental,35-acapulco,2007-04-30,20070430,5.56845
el_caracol,caracol,02-oriental,35-acapulco,2007-05-31,20070531,7.116684
el_caracol,caracol,02-oriental,35-acapulco,2007-06-30,20070630,13.843484
el_caracol,caracol,02-oriental,35-acapulco,2007-07-31,20070731,24.399037
el_caracol,caracol,02-oriental,35-acapulco,2007-08-31,20070831,47.2093
el_caracol,caracol,02-oriental,35-acapulco,2007-09-30,20070930,67.733107
el_caracol,caracol,02-oriental,35-acapulco,2007-10-31,20071031,18.844162
el_caracol,caracol,02-oriental,35-acapulco,2007-11-30,20071130,17.936209
el_caracol,caracol,02-oriental,35-acapulco,2007-12-31,20071231,11.960084
el_caracol,caracol,02-oriental,35-acapulco,2015-01-31,20150131,10.965717
el_caracol,caracol,02-oriental,35-acapulco,2015-02-29,20150229,7.082295
el_caracol,caracol,02-oriental,35-acapulco,2015-03-31,20150331,11.128942
el_caracol,caracol,02-oriental,35-acapulco,2015-04-30,20150430,13.111345
el_caracol,caracol,02-oriental,35-acapulco,2015-05-31,20150531,18.740578
el_caracol,caracol,02-oriental,35-acapulco,2015-06-30,20150630,26.358331
el_caracol,caracol,02-oriental,35-acapulco,2015-07-31,20150731,24.319569
el_caracol,caracol,02-oriental,35-acapulco,2015-08-31,20150831,15.005897
el_caracol,caracol,02-oriental,35-acapulco,2015-09-30,20150930,42.547441
el_caracol,caracol,02-oriental,35-acapulco,2015-10-31,20151031,19.33562
el_caracol,caracol,02-oriental,35-acapulco,2015-11-30,20151130,20.501384
el_caracol,caracol,02-oriental,35-acapulco,2015-12-31,20151231,10.848615
el_caracol,caracol,02-oriental,35-acapulco,2008-01-31,20080131,6.674834
el_caracol,caracol,02-oriental,35-acapulco,2008-02-29,20080229,6.327829
el_caracol,caracol,02-oriental,35-acapulco,2008-03-31,20080331,6.255459
el_caracol,caracol,02-oriental,35-acapulco,2008-04-30,20080430,3.39057
el_caracol,caracol,02-oriental,35-acapulco,2008-05-31,20080531,3.700064
el_caracol,caracol,02-oriental,35-acapulco,2008-06-30,20080630,14.004996
el_caracol,caracol,02-oriental,35-acapulco,2008-07-31,20080731,64.097912
el_caracol,caracol,02-oriental,35-acapulco,2008-08-31,20080831,53.366257
el_caracol,caracol,02-oriental,35-acapulco,2008-09-30,20080930,67.133107
el_caracol,caracol,02-oriental,35-acapulco,2008-10-31,20081031,28.12023
el_caracol,caracol,02-oriental,35-acapulco,2008-11-30,20081130,13.466142
el_caracol,caracol,02-oriental,35-acapulco,2008-12-31,20081231,7.930963
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-01-31,20130131,44.850313
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-02-29,20130229,36.988782
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-03-31,20130331,39.70022
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-04-30,20130430,35.755498
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-05-31,20130531,36.790903
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-06-30,20130630,23.337525
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-07-31,20130731,62.295451
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-08-31,20130831,57.303183
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-09-30,20130930,66.769662
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-10-31,20131031,72.398606
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-11-30,20131130,62.982606
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2013-12-31,20131231,57.373917
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-01-31,20060131,40.345604
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-02-29,20060229,33.918854
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-03-31,20060331,36.958315
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-04-30,20060430,34.875701
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-05-31,20060531,35.284354
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-06-30,20060630,42.796384
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-07-31,20060731,46.189576
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-08-31,20060831,46.19819
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-09-30,20060930,28.170919
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-10-31,20061031,64.989315
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-11-30,20061130,56.05775
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2006-12-31,20061231,46.209252
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-01-31,20080131,42.656222
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-02-29,20080229,37.230495
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-03-31,20080331,41.412065
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-04-30,20080430,39.344861
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-05-31,20080531,37.548891
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-06-30,20080630,44.644421
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-07-31,20080731,64.367977
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-08-31,20080831,59.28009
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-09-30,20080930,61.128009
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-10-31,20081031,52.213336
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-11-30,20081130,40.339389
el_cobano,cobano,03-occidental,29-lazaro_cardenas,2008-12-31,20081231,41.700586
el_encanto,encanto,02-oriental,32-poza_rica,2009-01-31,20090131,60.773056
el_encanto,encanto,02-oriental,32-poza_rica,2009-02-29,20090229,60.468472
el_encanto,encanto,02-oriental,32-poza_rica,2009-03-31,20090331,63.51875
el_encanto,encanto,02-oriental,32-poza_rica,2009-04-30,20090430,52.071111
el_encanto,encanto,02-oriental,32-poza_rica,2009-05-31,20090531,52.296944
el_encanto,encanto,02-oriental,32-poza_rica,2009-06-30,20090630,54.349444
el_encanto,encanto,02-oriental,32-poza_rica,2009-07-31,20090731,68.521528
el_encanto,encanto,02-oriental,32-poza_rica,2009-08-31,20090831,61.585
el_encanto,encanto,02-oriental,32-poza_rica,2009-09-30,20090930,82.561167
el_encanto,encanto,02-oriental,32-poza_rica,2009-10-31,20091031,89.961236
el_encanto,encanto,02-oriental,32-poza_rica,2009-11-30,20091130,86.932069
el_encanto,encanto,02-oriental,32-poza_rica,2009-12-31,20091231,82.965542
el_encanto,encanto,02-oriental,32-poza_rica,2012-01-31,20120131,81.060722
el_encanto,encanto,02-oriental,32-poza_rica,2012-02-29,20120229,73.996944
el_encanto,encanto,02-oriental,32-poza_rica,2012-03-31,20120331,71.142694
el_encanto,encanto,02-oriental,32-poza_rica,2012-04-30,20120430,52.643792
el_encanto,encanto,02-oriental,32-poza_rica,2012-05-31,20120531,51.791667
el_encanto,encanto,02-oriental,32-poza_rica,2012-06-30,20120630,72.654028
el_encanto,encanto,02-oriental,32-poza_rica,2012-07-31,20120731,89.328833
el_encanto,encanto,02-oriental,32-poza_rica,2012-08-31,20120831,83.402194
el_encanto,encanto,02-oriental,32-poza_rica,2012-09-30,20120930,84.928389
el_encanto,encanto,02-oriental,32-poza_rica,2012-10-31,20121031,82.339278
el_encanto,encanto,02-oriental,32-poza_rica,2012-11-30,20121130,70.888625
el_encanto,encanto,02-oriental,32-poza_rica,2012-12-31,20121231,66.366681
el_encanto,encanto,02-oriental,32-poza_rica,2011-01-31,20110131,75.519944
el_encanto,encanto,02-oriental,32-poza_rica,2011-02-29,20110229,62.407139
el_encanto,encanto,02-oriental,32-poza_rica,2011-03-31,20110331,62.8375
el_encanto,encanto,02-oriental,32-poza_rica,2011-04-30,20110430,53.929292
el_encanto,encanto,02-oriental,32-poza_rica,2011-05-31,20110531,49.173694
el_encanto,encanto,02-oriental,32-poza_rica,2011-06-30,20110630,51.812014
el_encanto,encanto,02-oriental,32-poza_rica,2011-07-31,20110731,95.320278
el_encanto,encanto,02-oriental,32-poza_rica,2011-08-31,20110831,91.053681
el_encanto,encanto,02-oriental,32-poza_rica,2011-09-30,20110930,96.027972
el_encanto,encanto,02-oriental,32-poza_rica,2011-10-31,20111031,92.861236
el_encanto,encanto,02-oriental,32-poza_rica,2011-11-30,20111130,80.667528
el_encanto,encanto,02-oriental,32-poza_rica,2011-12-31,20111231,79.288472
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-01-31,20090131,94.750928
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-02-29,20090229,90.953461
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-03-31,20090331,102.254106
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-04-30,20090430,88.043942
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-05-31,20090531,73.431524
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-06-30,20090630,41.950241
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-07-31,20090731,13.360279
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-08-31,20090831,16.271051
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-09-30,20090930,73.529192
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-10-31,20091031,67.521886
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-11-30,20091130,64.129791
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2009-12-31,20091231,86.327801
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-01-31,20120131,41.116847
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-02-29,20120229,51.947673
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-03-31,20120331,38.582861
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-04-30,20120430,0.819227
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-05-31,20120531,1.929466
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-06-30,20120630,24.03641
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-07-31,20120731,52.845564
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-08-31,20120831,44.690823
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-09-30,20120930,48.579641
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-10-31,20121031,0
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-11-30,20121130,0
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2012-12-31,20121231,0
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-01-31,20080131,105.243998
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-02-29,20080229,95.108485
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-03-31,20080331,103.79606
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-04-30,20080430,101.135524
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-05-31,20080531,92.131161
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-06-30,20080630,58.353276
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-07-31,20080731,20.638337
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-08-31,20080831,67.78612
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-09-30,20080930,101.434121
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-10-31,20081031,94.45607
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-11-30,20081130,84.37265
el_fuerte,el_fuerte,04-noroeste,04-los_mochis,2008-12-31,20081231,97.129581
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-01-31,20130131,2.470273
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-02-29,20130229,7.931602
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-03-31,20130331,7.734833
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-04-30,20130430,5.499408
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-05-31,20130531,29.75945
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-06-30,20130630,96.099201
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-07-31,20130731,72.906141
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-08-31,20130831,76.090847
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-09-30,20130930,75.294613
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-10-31,20131031,48.682456
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-11-30,20131130,22.981456
el_novillo,el_novillo,04-noroeste,01-hermosillo,2013-12-31,20131231,0
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-01-31,20150131,11.045704
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-02-29,20150229,12.581653
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-03-31,20150331,11.282021
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-04-30,20150430,32.76342
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-05-31,20150531,70.298109
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-06-30,20150630,85.238751
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-07-31,20150731,83.752136
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-08-31,20150831,56.973633
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-09-30,20150930,94.688189
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-10-31,20151031,30.725861
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-11-30,20151130,34.122939
el_novillo,el_novillo,04-noroeste,01-hermosillo,2015-12-31,20151231,35.503373
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-01-31,20140131,37.242406
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-02-29,20140229,40.817649
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-03-31,20140331,12.252913
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-04-30,20140430,32.557253
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-05-31,20140531,20.047314
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-06-30,20140630,21.806204
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-07-31,20140731,33.011287
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-08-31,20140831,82.916086
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-09-30,20140930,94.467162
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-10-31,20141031,96.35626
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-11-30,20141130,31.236119
el_novillo,el_novillo,04-noroeste,01-hermosillo,2014-12-31,20141231,19.539349
el_platanal,platanal,03-occidental,28-carapan,2007-01-31,20070131,40.839947
el_platanal,platanal,03-occidental,28-carapan,2007-02-29,20070229,35.383598
el_platanal,platanal,03-occidental,28-carapan,2007-03-31,20070331,37.04806
el_platanal,platanal,03-occidental,28-carapan,2007-04-30,20070430,35.008818
el_platanal,platanal,03-occidental,28-carapan,2007-05-31,20070531,32.506614
el_platanal,platanal,03-occidental,28-carapan,2007-06-30,20070630,45.017637
el_platanal,platanal,03-occidental,28-carapan,2007-07-31,20070731,66.413139
el_platanal,platanal,03-occidental,28-carapan,2007-08-31,20070831,68.783069
el_platanal,platanal,03-occidental,28-carapan,2007-09-30,20070930,59.589947
el_platanal,platanal,03-occidental,28-carapan,2007-10-31,20071031,49.988977
el_platanal,platanal,03-occidental,28-carapan,2007-11-30,20071130,28.295855
el_platanal,platanal,03-occidental,28-carapan,2007-12-31,20071231,35.262346
el_platanal,platanal,03-occidental,28-carapan,2012-01-31,20120131,28.9903
el_platanal,platanal,03-occidental,28-carapan,2012-02-29,20120229,29.530423
