name,year,cost,,fuel_code,descripción,units
c_n_lerm,2023,61.09898115,,,,
c_n_lerm,2024,62.18591138,,,,
c_n_lerm,2025,63.09491547,,,,
c_n_lerm,2026,64.42487193,,,,
c_n_lerm,2027,65.65691154,,,,
c_n_lerm,2028,66.9771769,,,,
c_n_lerm,2029,68.3192958,,,,
c_n_lerm,2030,69.62570687,,,,
c_n_maza,2016,36.19403667,,,,
c_n_maza,2017,50.13572113,,,,
c_n_maza,2018,53.33475982,,,,
c_n_maza,2019,56.2059762,,,,
c_n_maza,2020,57.92239541,,,,
c_n_maza,2021,59.2153545,,,,
c_n_maza,2022,60.43095686,,,,
c_n_maza,2023,61.65727673,,,,
c_n_maza,2024,62.73695446,,,,
c_n_maza,2025,63.64025599,,,,
c_n_maza,2026,64.96280501,,,,
c_n_maza,2027,66.18799108,,,,
c_n_maza,2028,67.50104352,,,,
c_n_maza,2029,68.83593313,,,,
c_n_maza,2030,70.1352968,,,,
c_n_meri,2016,38.98997885,,,,
c_n_meri,2017,53.00958019,,,,
c_n_meri,2018,56.22659483,,,,
c_n_meri,2019,59.11390412,,,,
c_n_meri,2020,60.84000424,,,,
c_n_meri,2021,62.140381,,,,
c_n_meri,2022,63.36305052,,,,
c_n_meri,2023,64.59664978,,,,
c_n_meri,2024,65.68358001,,,,
c_n_meri,2025,66.59258409,,,,
c_n_meri,2026,67.92254056,,,,
c_n_meri,2027,69.15458017,,,,
c_n_meri,2028,70.47484553,,,,
c_n_meri,2029,71.81696442,,,,
c_n_meri,2030,73.12337549,,,,
c_n_petacal,2016,36.07509688,,,,
c_n_petacal,2017,50.01678134,,,,
c_n_petacal,2018,53.21582003,,,,
c_n_petacal,2019,56.08703641,,,,
c_n_petacal,2020,57.80345562,,,,
c_n_petacal,2021,59.09641471,,,,
c_n_petacal,2022,60.31201707,,,,
c_n_petacal,2023,61.53833694,,,,
c_n_petacal,2024,62.61801467,,,,
c_n_petacal,2025,63.52131621,,,,
c_n_petacal,2026,64.84386522,,,,
c_n_petacal,2027,66.0690513,,,,
c_n_petacal,2028,67.38210373,,,,
c_n_petacal,2029,68.71699334,,,,
c_n_petacal,2030,70.01635702,,,,
c_n_plibe,2016,36.77517193,,,,
c_n_plibe,2017,50.71685639,,,,
c_n_plibe,2018,53.91589508,,,,
c_n_plibe,2019,56.78711146,,,,
c_n_plibe,2020,58.50353067,,,,
c_n_plibe,2021,59.79648976,,,,
c_n_plibe,2022,61.01209212,,,,
c_n_plibe,2023,62.23841199,,,,
c_n_plibe,2024,63.31808972,,,,
c_n_plibe,2025,64.22139125,,,,
c_n_plibe,2026,65.54394027,,,,
c_n_plibe,2027,66.76912635,,,,
c_n_plibe,2028,68.08217878,,,,
c_n_plibe,2029,69.41706839,,,,
c_n_plibe,2030,70.71643207,,,,
c_n_poza,2016,34.10292935,,,,
c_n_poza,2017,48.3952398,,,,
c_n_poza,2018,51.67517024,,,,
c_n_poza,2019,54.61880474,,,,
c_n_poza,2020,56.37878802,,,,
c_n_poza,2021,57.70512663,,,,
c_n_poza,2022,58.95253121,,,,
c_n_poza,2023,60.21160831,,,,
c_n_poza,2024,61.32392231,,,,
c_n_poza,2025,62.25288532,,,,
c_n_poza,2026,63.60876787,,,,
c_n_poza,2027,64.86479482,,,,
c_n_poza,2028,66.21030542,,,,
c_n_poza,2029,67.57772684,,,,
c_n_poza,2030,68.90880377,,,,
c_n_rbra,2016,35.21449969,,,,
c_n_rbra,2017,49.15618415,,,,
c_n_rbra,2018,52.35522284,,,,
c_n_rbra,2019,55.22643921,,,,
c_n_rbra,2020,56.94285843,,,,
c_n_rbra,2021,58.23581752,,,,
c_n_rbra,2022,59.45141988,,,,
c_n_rbra,2023,60.67773975,,,,
c_n_rbra,2024,61.75741747,,,,
c_n_rbra,2025,62.66071901,,,,
c_n_rbra,2026,63.98326803,,,,
c_n_rbra,2027,65.2084541,,,,
c_n_rbra,2028,66.52150654,,,,
c_n_rbra,2029,67.85639615,,,,
c_n_rbra,2030,69.15575982,,,,
c_n_sala,2016,30.63251228,,,,
c_n_sala,2017,44.65211362,,,,
c_n_sala,2018,47.86912826,,,,
c_n_sala,2019,50.75643755,,,,
c_n_sala,2020,52.48253767,,,,
c_n_sala,2021,53.78291443,,,,
c_n_sala,2022,55.00558395,,,,
c_n_sala,2023,56.2391832,,,,
c_n_sala,2024,57.32611344,,,,
c_n_sala,2025,58.23511752,,,,
c_n_sala,2026,59.56507399,,,,
c_n_sala,2027,60.79711359,,,,
c_n_sala,2028,62.11737895,,,,
c_n_sala,2029,63.45949785,,,,
c_n_sala,2030,64.76590892,,,,
c_n_sama,2016,37.56080445,,,,
c_n_sama,2017,51.50248891,,,,
c_n_sama,2018,54.7015276,,,,
c_n_sama,2019,57.57274398,,,,
c_n_sama,2020,59.28916319,,,,
c_n_sama,2021,60.58212228,,,,
c_n_sama,2022,61.79772464,,,,
c_n_sama,2023,63.02404451,,,,
c_n_sama,2024,64.10372224,,,,
c_n_sama,2025,65.00702378,,,,
c_n_sama,2026,66.32957279,,,,
c_n_sama,2027,67.55475887,,,,
c_n_sama,2028,68.8678113,,,,
c_n_sama,2029,70.20270091,,,,
c_n_sama,2030,71.50206459,,,,
c_n_topo,2016,36.32031557,,,,
c_n_topo,2017,50.26200002,,,,
c_n_topo,2018,53.46103871,,,,
c_n_topo,2019,56.33225509,,,,
c_n_topo,2020,58.04867431,,,,
c_n_topo,2021,59.34163339,,,,
c_n_topo,2022,60.55723575,,,,
c_n_topo,2023,61.78355562,,,,
c_n_topo,2024,62.86323335,,,,
c_n_topo,2025,63.76653489,,,,
c_n_topo,2026,65.0890839,,,,
c_n_topo,2027,66.31426998,,,,
c_n_topo,2028,67.62732241,,,,
c_n_topo,2029,68.96221202,,,,
c_n_topo,2030,70.2615757,,,,
c_n_tula,2016,31.05193191,,,,
c_n_tula,2017,45.34424236,,,,
c_n_tula,2018,48.6241728,,,,
c_n_tula,2019,51.5678073,,,,
c_n_tula,2020,53.32779058,,,,
c_n_tula,2021,54.65412919,,,,
c_n_tula,2022,55.90153377,,,,
c_n_tula,2023,57.16061087,,,,
c_n_tula,2024,58.27292487,,,,
c_n_tula,2025,59.20188788,,,,
c_n_tula,2026,60.55777042,,,,
c_n_tula,2027,61.81379738,,,,
c_n_tula,2028,63.15930798,,,,
c_n_tula,2029,64.5267294,,,,
c_n_tula,2030,65.85780633,,,,
c_n_tuxp,2016,35.040717,,,,
c_n_tuxp,2017,49.06031834,,,,
c_n_tuxp,2018,52.27733298,,,,
c_n_tuxp,2019,55.16464227,,,,
c_n_tuxp,2020,56.89074239,,,,
c_n_tuxp,2021,58.19111915,,,,
c_n_tuxp,2022,59.41378867,,,,
c_n_tuxp,2023,60.64738792,,,,
c_n_tuxp,2024,61.73431815,,,,
c_n_tuxp,2025,62.64332224,,,,
c_n_tuxp,2026,63.97327871,,,,
c_n_tuxp,2027,65.20531831,,,,
c_n_tuxp,2028,66.52558367,,,,
c_n_tuxp,2029,67.86770257,,,,
c_n_tuxp,2030,69.17411364,,,,
c_n_vall,2016,37.91124391,,,,
c_n_vall,2017,51.93084525,,,,
c_n_vall,2018,55.14785989,,,,
c_n_vall,2019,58.03516918,,,,
c_n_vall,2020,59.7612693,,,,
c_n_vall,2021,61.06164606,,,,
c_n_vall,2022,62.28431558,,,,
c_n_vall,2023,63.51791483,,,,
c_n_vall,2024,64.60484506,,,,
c_n_vall,2025,65.51384915,,,,
c_n_vall,2026,66.84380562,,,,
c_n_vall,2027,68.07584522,,,,
c_n_vall,2028,69.39611058,,,,
c_n_vall,2029,70.73822948,,,,
c_n_vall,2030,72.04464055,,,,
c_n_vizc,2016,41.26796681,,,,
c_n_vizc,2017,55.20965126,,,,
c_n_vizc,2018,58.40868996,,,,
c_n_vizc,2019,61.27990633,,,,
c_n_vizc,2020,62.99632555,,,,
c_n_vizc,2021,64.28928464,,,,
c_n_vizc,2022,65.504887,,,,
c_n_vizc,2023,66.73120687,,,,
c_n_vizc,2024,67.81088459,,,,
c_n_vizc,2025,68.71418613,,,,
c_n_vizc,2026,70.03673514,,,,
c_n_vizc,2027,71.26192122,,,,
c_n_vizc,2028,72.57497366,,,,
c_n_vizc,2029,73.90986326,,,,
c_n_vizc,2030,75.20922694,,,,
c_n_vrey,2016,33.5309341,,,,
c_n_vrey,2017,47.55053544,,,,
c_n_vrey,2018,50.76755008,,,,
c_n_vrey,2019,53.65485937,,,,
c_n_vrey,2020,55.38095949,,,,
c_n_vrey,2021,56.68133625,,,,
c_n_vrey,2022,57.90400577,,,,
c_n_vrey,2023,59.13760502,,,,
c_n_vrey,2024,60.22453525,,,,
c_n_vrey,2025,61.13353934,,,,
c_n_vrey,2026,62.4634958,,,,
c_n_vrey,2027,63.69553541,,,,
c_n_vrey,2028,65.01580077,,,,
c_n_vrey,2029,66.35791967,,,,
c_n_vrey,2030,67.66433074,,,,
ca_i_car2,2016,46.53549601,,,,
ca_i_car2,2017,64.12571464,,,,
ca_i_car2,2018,71.9714838,,,,
ca_i_car2,2019,73.96346114,,,,
ca_i_car2,2020,80.54399638,,,,
ca_i_car2,2021,82.67109309,,,,
ca_i_car2,2022,83.08590759,,,,
ca_i_car2,2023,83.94253405,,,,
ca_i_car2,2024,84.36198788,,,,
ca_i_car2,2025,84.7826175,,,,
ca_i_car2,2026,85.42408474,,,,
ca_i_car2,2027,85.42018369,,,,
ca_i_car2,2028,85.84439534,,,,
ca_i_car2,2029,86.26671117,,,,
ca_i_car2,2030,86.69168845,,,,
ca_i_peta,2016,62.6892361,,,,
ca_i_peta,2017,87.96505518,,,,
ca_i_peta,2018,99.23883444,,,,
ca_i_peta,2019,102.1011558,,,,
ca_i_peta,2020,111.5568892,,,,
ca_i_peta,2021,114.613367,,,,
ca_i_peta,2022,115.2094242,,,,
ca_i_peta,2023,116.4403319,,,,
ca_i_peta,2024,117.0430554,,,,
ca_i_peta,2025,117.6474685,,,,
ca_i_peta,2026,118.5692086,,,,
ca_i_peta,2027,118.5636031,,,,
ca_i_peta,2028,119.1731633,,,,
ca_i_peta,2029,119.7799993,,,,
ca_i_peta,2030,120.3906596,,,,
ca_rioes,2016,41.93620025,,,,
ca_rioes,2017,58.16301225,,,,
ca_rioes,2018,65.40066085,,,,
ca_rioes,2019,67.23824129,,,,
ca_rioes,2020,73.30872345,,,,
ca_rioes,2021,75.27095024,,,,
ca_rioes,2022,75.65361274,,,,
ca_rioes,2023,76.44384262,,,,
ca_rioes,2024,76.83078486,,,,
ca_rioes,2025,77.21881175,,,,
ca_rioes,2026,77.81055926,,,,
ca_rioes,2027,77.80696058,,,,
ca_rioes,2028,78.19829187,,,,
ca_rioes,2029,78.58787426,,,,
ca_rioes,2030,78.97991182,,,,
d_bcn,2016,76.51154122,,,,
d_bcn,2017,92.00132415,,,,
d_bcn,2018,95.78064167,,,,
d_bcn,2019,99.07793093,,,,
d_bcn,2020,101.1891254,,,,
d_bcn,2021,103.0691034,,,,
d_bcn,2022,105.0524806,,,,
d_bcn,2023,107.4002832,,,,
d_bcn,2024,111.4195747,,,,
d_bcn,2025,113.9371511,,,,
d_bcn,2026,115.4436501,,,,
d_bcn,2027,116.8193321,,,,
d_bcn,2028,117.9879275,,,,
d_bcn,2029,118.9362221,,,,
d_bcn,2030,119.8835661,,,,
d_naciona,2016,75.14576594,,,,
d_naciona,2017,90.35904729,,,,
d_naciona,2018,94.07090181,,,,
d_naciona,2019,97.30933255,,,,
d_naciona,2020,99.38284098,,,,
d_naciona,2021,101.2292603,,,,
d_naciona,2022,103.177233,,,,
d_naciona,2023,105.483126,,,,
d_naciona,2024,109.4306708,,,,
d_naciona,2025,111.903307,,,,
d_naciona,2026,113.3829141,,,,
d_naciona,2027,114.7340394,,,,
d_naciona,2028,115.8817747,,,,
d_naciona,2029,116.8131417,,,,
d_naciona,2030,117.7435751,,,,
d_penins,2016,77.64585804,,,,
d_penins,2017,93.36528374,,,,
d_penins,2018,97.20063128,,,,
d_penins,2019,100.5468043,,,,
d_penins,2020,102.6892981,,,,
d_penins,2021,104.5971476,,,,
d_penins,2022,106.6099292,,,,
d_penins,2023,108.992539,,,,
d_penins,2024,113.0714183,,,,
d_penins,2025,115.6263188,,,,
d_penins,2026,117.1551523,,,,
d_penins,2027,118.5512294,,,,
d_penins,2028,119.7371497,,,,
d_penins,2029,120.6995032,,,,
d_penins,2030,121.660892,,,,
g_2boca,2016,3.880380214,,,,
g_2boca,2017,4.376828665,,,,
g_2boca,2018,4.269041901,,,,
g_2boca,2019,4.493984374,,,,
g_2boca,2020,4.612277227,,,,
g_2boca,2021,4.716638012,,,,
g_2boca,2022,4.820998314,,,,
g_2boca,2023,4.873178465,,,,
g_2boca,2024,4.925359099,,,,
g_2boca,2025,4.97753925,,,,
g_2boca,2026,5.029719884,,,,
g_2boca,2027,5.081900518,,,,
g_2boca,2028,5.134080186,,,,
g_2boca,2029,5.18626082,,,,
g_2boca,2030,5.238440971,,,,
g_ahnrr,2016,3.776280214,,,,
g_ahnrr,2017,4.272728665,,,,
g_ahnrr,2018,4.164941901,,,,
g_ahnrr,2019,4.389884374,,,,
g_ahnrr,2020,4.508177227,,,,
g_ahnrr,2021,4.612538012,,,,
g_ahnrr,2022,4.716898314,,,,
g_ahnrr,2023,4.769078465,,,,
g_ahnrr,2024,4.821259099,,,,
g_ahnrr,2025,4.87343925,,,,
g_ahnrr,2026,4.925619884,,,,
g_ahnrr,2027,4.977800518,,,,
g_ahnrr,2028,5.029980186,,,,
g_ahnrr,2029,5.08216082,,,,
g_ahnrr,2030,5.134340971,,,,
g_central,2016,4.073680214,,,,
g_central,2017,4.570128665,,,,
g_central,2018,4.357284221,,,,
g_central,2019,4.582226694,,,,
g_central,2020,4.700519547,,,,
g_central,2021,4.804880332,,,,
g_central,2022,4.909240634,,,,
g_central,2023,4.961420785,,,,
g_central,2024,5.013601419,,,,
g_central,2025,5.06578157,,,,
g_central,2026,5.117962204,,,,
g_central,2027,5.170142838,,,,
g_central,2028,5.222322506,,,,
g_central,2029,5.27450314,,,,
g_central,2030,5.326683291,,,,
g_i_jovibn,2016,4.725145492,,,,
g_i_jovibn,2017,5.302689899,,,,
g_i_jovibn,2018,5.185616317,,,,
g_i_jovibn,2019,5.447303643,,,,
g_i_jovibn,2020,5.584919895,,,,
g_i_jovibn,2021,5.706328246,,,,
g_i_jovibn,2022,5.827736034,,,,
g_i_jovibn,2023,5.888439929,,,,
g_i_jovibn,2024,5.949144385,,,,
g_i_jovibn,2025,6.009848279,,,,
g_i_jovibn,2026,6.070552736,,,,
g_i_jovibn,2027,6.131257192,,,,
g_i_jovibn,2028,6.191960524,,,,
g_i_jovibn,2029,6.252664981,,,,
g_i_jovibn,2030,6.313368875,,,,
g_i_noro,2016,5.147993088,,,,
g_i_noro,2017,5.725537494,,,,
g_i_noro,2018,5.338788245,,,,
g_i_noro,2019,5.600475571,,,,
g_i_noro,2020,5.738091823,,,,
g_i_noro,2021,5.859500174,,,,
g_i_noro,2022,5.980907963,,,,
g_i_noro,2023,6.041611857,,,,
g_i_noro,2024,6.102316313,,,,
g_i_noro,2025,6.163020208,,,,
g_i_noro,2026,6.223724664,,,,
g_i_noro,2027,6.28442912,,,,
g_i_noro,2028,6.345132453,,,,
g_i_noro,2029,6.405836909,,,,
g_i_noro,2030,6.466540803,,,,
g_lerma,2016,3.792780214,,,,
g_lerma,2017,4.289228665,,,,
g_lerma,2018,4.076384221,,,,
g_lerma,2019,4.301326694,,,,
g_lerma,2020,4.419619547,,,,
g_lerma,2021,4.523980332,,,,
g_lerma,2022,4.628340634,,,,
g_lerma,2023,4.680520785,,,,
g_lerma,2024,4.732701419,,,,
g_lerma,2025,4.78488157,,,,
g_lerma,2026,4.837062204,,,,
g_lerma,2027,4.889242838,,,,
g_lerma,2028,4.941422506,,,,
g_lerma,2029,4.99360314,,,,
g_lerma,2030,5.045783291,,,,
g_nizuc,2016,4.137880214,,,,
g_nizuc,2017,4.634328665,,,,
g_nizuc,2018,4.421484221,,,,
g_nizuc,2019,4.646426694,,,,
g_nizuc,2020,4.764719547,,,,
g_nizuc,2021,4.869080332,,,,
g_nizuc,2022,4.973440634,,,,
g_nizuc,2023,5.025620785,,,,
g_nizuc,2024,5.077801419,,,,
g_nizuc,2025,5.12998157,,,,
g_nizuc,2026,5.182162204,,,,
g_nizuc,2027,5.234342838,,,,
g_nizuc,2028,5.286522506,,,,
g_nizuc,2029,5.33870314,,,,
g_nizuc,2030,5.390883291,,,,
g_penin,2016,3.890380214,,,,
g_penin,2017,4.386828665,,,,
g_penin,2018,4.173984221,,,,
g_penin,2019,4.398926694,,,,
g_penin,2020,4.517219547,,,,
g_penin,2021,4.621580332,,,,
g_penin,2022,4.725940634,,,,
g_penin,2023,4.778120785,,,,
g_penin,2024,4.830301419,,,,
g_penin,2025,4.88248157,,,,
g_penin,2026,4.934662204,,,,
g_penin,2027,4.986842838,,,,
g_penin,2028,5.039022506,,,,
g_penin,2029,5.09120314,,,,
g_penin,2030,5.143383291,,,,
g_petsal,2016,4.177780214,,,,
g_petsal,2017,4.674228665,,,,
g_petsal,2018,4.461384221,,,,
g_petsal,2019,4.686326694,,,,
g_petsal,2020,4.804619547,,,,
g_petsal,2021,4.908980332,,,,
g_petsal,2022,5.013340634,,,,
g_petsal,2023,5.065520785,,,,
g_petsal,2024,5.117701419,,,,
g_petsal,2025,5.16988157,,,,
g_petsal,2026,5.222062204,,,,
g_petsal,2027,5.274242838,,,,
g_petsal,2028,5.326422506,,,,
g_petsal,2029,5.37860314,,,,
g_petsal,2030,5.430783291,,,,
g_sauzqro,2016,4.073680214,,,,
g_sauzqro,2017,4.570128665,,,,
g_sauzqro,2018,4.357284221,,,,
g_sauzqro,2019,4.582226694,,,,
g_sauzqro,2020,4.700519547,,,,
g_sauzqro,2021,4.804880332,,,,
g_sauzqro,2022,4.909240634,,,,
g_sauzqro,2023,4.961420785,,,,
g_sauzqro,2024,5.013601419,,,,
g_sauzqro,2025,5.06578157,,,,
g_sauzqro,2026,5.117962204,,,,
g_sauzqro,2027,5.170142838,,,,
g_sauzqro,2028,5.222322506,,,,
g_sauzqro,2029,5.27450314,,,,
g_sauzqro,2030,5.326683291,,,,
g_slorp,2016,4.073680214,,,,
g_slorp,2017,4.570128665,,,,
g_slorp,2018,4.357284221,,,,
g_slorp,2019,4.582226694,,,,
g_slorp,2020,4.700519547,,,,
g_slorp,2021,4.804880332,,,,
g_slorp,2022,4.909240634,,,,
g_slorp,2023,4.961420785,,,,
g_slorp,2024,5.013601419,,,,
g_slorp,2025,5.06578157,,,,
g_slorp,2026,5.117962204,,,,
g_slorp,2027,5.170142838,,,,
g_slorp,2028,5.222322506,,,,
g_slorp,2029,5.27450314,,,,
g_slorp,2030,5.326683291,,,,
g_tuxpoz,2016,3.880380214,,,,
g_tuxpoz,2017,4.376828665,,,,
g_tuxpoz,2018,4.163984221,,,,
g_tuxpoz,2019,4.388926694,,,,
g_tuxpoz,2020,4.507219547,,,,
g_tuxpoz,2021,4.611580332,,,,
g_tuxpoz,2022,4.715940634,,,,
g_tuxpoz,2023,4.768120785,,,,
g_tuxpoz,2024,4.820301419,,,,
g_tuxpoz,2025,4.87248157,,,,
g_tuxpoz,2026,4.924662204,,,,
g_tuxpoz,2027,4.976842838,,,,
g_tuxpoz,2028,5.029022506,,,,
g_tuxpoz,2029,5.08120314,,,,
g_tuxpoz,2030,5.133383291,,,,
gn_altam,2016,3.776280214,,,,
gn_altam,2017,4.272728665,,,,
gn_altam,2018,4.164941901,,,,
gn_altam,2019,4.389884374,,,,
gn_altam,2020,4.508177227,,,,
gn_altam,2021,4.612538012,,,,
gn_altam,2022,4.716898314,,,,
gn_altam,2023,4.769078465,,,,
gn_altam,2024,4.821259099,,,,
gn_altam,2025,4.87343925,,,,
gn_altam,2026,4.925619884,,,,
gn_altam,2027,4.977800518,,,,
gn_altam,2028,5.029980186,,,,
gn_altam,2029,5.08216082,,,,
gn_altam,2030,5.134340971,,,,
gn_lic_mz,2016,3.192707146,,,,
gn_lic_mz,2017,3.639927011,,,,
gn_lic_mz,2018,3.842447423,,,,
gn_lic_mz,2019,4.045084257,,,,
gn_lic_mz,2020,4.15164701,,,,
gn_lic_mz,2021,4.24565922,,,,
gn_lic_mz,2022,4.339670995,,,,
gn_lic_mz,2023,4.386676883,,,,
gn_lic_mz,2024,4.433683205,,,,
gn_lic_mz,2025,4.480689093,,,,
gn_lic_mz,2026,4.527695415,,,,
gn_lic_mz,2027,4.574701738,,,,
gn_lic_mz,2028,4.62170719,,,,
gn_lic_mz,2029,4.668713513,,,,
gn_lic_mz,2030,4.715719401,,,,
gn_tamazu,2016,3.822780214,,,,
gn_tamazu,2017,4.319228665,,,,
gn_tamazu,2018,4.211441901,,,,
gn_tamazu,2019,4.436384374,,,,
gn_tamazu,2020,4.554677227,,,,
gn_tamazu,2021,4.659038012,,,,
gn_tamazu,2022,4.763398314,,,,
gn_tamazu,2023,4.815578465,,,,
gn_tamazu,2024,4.867759099,,,,
gn_tamazu,2025,4.91993925,,,,
gn_tamazu,2026,4.972119884,,,,
gn_tamazu,2027,5.024300518,,,,
gn_tamazu,2028,5.076480186,,,,
gn_tamazu,2029,5.12866082,,,,
gn_tamazu,2030,5.180840971,,,,
gn_tuxp,2016,3.776280214,,,,
gn_tuxp,2017,4.272728665,,,,
gn_tuxp,2018,4.164941901,,,,
gn_tuxp,2019,4.389884374,,,,
gn_tuxp,2020,4.508177227,,,,
gn_tuxp,2021,4.612538012,,,,
gn_tuxp,2022,4.716898314,,,,
gn_tuxp,2023,4.769078465,,,,
gn_tuxp,2024,4.821259099,,,,
gn_tuxp,2025,4.87343925,,,,
gn_tuxp,2026,4.925619884,,,,
gn_tuxp,2027,4.977800518,,,,
gn_tuxp,2028,5.029980186,,,,
gn_tuxp,2029,5.08216082,,,,
gn_tuxp,2030,5.134340971,,,,
nuc,2016,1.97,,,,
nuc,2017,1.97,,,,
nuc,2018,1.98,,,,
nuc,2019,1.98,,,,
nuc,2020,1.99,,,,
nuc,2021,2.01,,,,
nuc,2022,2.01,,,,
nuc,2023,2.02,,,,
nuc,2024,2.02,,,,
