central/proyect,type,technology,fuel,fuel_code,load_area,balancing_area,intalation_year
norte_ii,en_operacion,ciclo_combinado,natural_gas,zzon_nort,05-norte,09-chihuahua,
norte,en_operacion,ciclo_combinado,natural_gas,zzon_nort,05-norte,10-durango,
parque_u2,en_operacion,turbogas,diesel,d_naciona,05-norte,07-juarez,
parque_u3,en_operacion,turbogas,diesel,d_naciona,05-norte,07-juarez,
parque_u4,en_operacion,turbogas,diesel,d_naciona,05-norte,07-juarez,
samalayuca_ii,en_operacion,ciclo_combinado,natural_gas,zzon_nort,05-norte,07-juarez,
samalayuca_u1,en_operacion,termoelectrica_convencional,fuel_oil,c_n_sama,05-norte,07-juarez,
samalayuca_u2,en_operacion,termoelectrica_convencional,fuel_oil,c_n_sama,05-norte,07-juarez,
transalta_chihuahua_iii,en_operacion,ciclo_combinado,natural_gas,zzon_nort,05-norte,07-juarez,
culiacan,en_operacion,turbogas,diesel,d_naciona,04-noroeste,05-culiacan,
fuerza_y_energia_de_hermosillo,en_operacion,ciclo_combinado,natural_gas,zzon_noro,04-noroeste,01-hermosillo,
guaymas_ii_u1,en_operacion,termoelectrica_convencional,fuel_oil,c_n_guay,04-noroeste,03-obregon,
guaymas_ii_u2,en_operacion,termoelectrica_convencional,fuel_oil,c_n_guay,04-noroeste,03-obregon,
guaymas_ii_u3,en_operacion,termoelectrica_convencional,fuel_oil,c_n_guay,04-noroeste,03-obregon,
guaymas_ii_u4,en_operacion,termoelectrica_convencional,fuel_oil,c_n_guay,04-noroeste,03-obregon,
hermosillo,en_operacion,ciclo_combinado,natural_gas,zzon_noro,04-noroeste,01-hermosillo,
industrial_caborca_u1,en_operacion,turbogas,diesel,d_naciona,04-noroeste,01-hermosillo,
industrial_caborca_u2,en_operacion,turbogas,diesel,d_naciona,04-noroeste,01-hermosillo,
mazatlan_ii_u1,en_operacion,termoelectrica_convencional,fuel_oil,c_n_maza,04-noroeste,06-mazatlan,
mazatlan_ii_u2,en_operacion,termoelectrica_convencional,fuel_oil,c_n_maza,04-noroeste,06-mazatlan,
mazatlan_ii_u3,en_operacion,termoelectrica_convencional,fuel_oil,c_n_maza,04-noroeste,06-mazatlan,
naco_nogales,en_operacion,ciclo_combinado,natural_gas,zzon_noro,04-noroeste,02-cananea,
puerto_libertad_u1,en_operacion,termoelectrica_convencional,fuel_oil,c_n_plibe,04-noroeste,01-hermosillo,
puerto_libertad_u2,en_operacion,termoelectrica_convencional,fuel_oil,c_n_plibe,04-noroeste,01-hermosillo,
puerto_libertad_u3,en_operacion,termoelectrica_convencional,fuel_oil,c_n_plibe,04-noroeste,01-hermosillo,
puerto_libertad_u4,en_operacion,termoelectrica_convencional,fuel_oil,c_n_plibe,04-noroeste,01-hermosillo,
topolobampo_ii_u1,en_operacion,termoelectrica_convencional,fuel_oil,c_n_topo,04-noroeste,04-los_mochis,
topolobampo_ii_u2,en_operacion,termoelectrica_convencional,fuel_oil,c_n_topo,04-noroeste,04-los_mochis,
yecora_u1,en_operacion,combustion_interna,fuel_oil,c_n_guay,04-noroeste,03-obregon,
yecora_u2,en_operacion,combustion_interna,fuel_oil,c_n_guay,04-noroeste,03-obregon,
yecora_u3,en_operacion,combustion_interna,fuel_oil,c_n_guay,04-noroeste,03-obregon,
yecora_u4,en_operacion,combustion_interna,fuel_oil,c_n_guay,04-noroeste,03-obregon,
altamira_ii,en_operacion,ciclo_combinado,natural_gas,gn_altam,06-noreste,19-huasteca,
altamira_iii_y_iv,en_operacion,ciclo_combinado,natural_gas,gn_altam,06-noreste,19-huasteca,
altamira_v,en_operacion,ciclo_combinado,natural_gas,gn_altam,06-noreste,19-huasteca,
altamira_u3,en_operacion,termoelectrica_convencional,fuel_oil,c_n_alta,06-noreste,19-huasteca,
altamira_u4,en_operacion,termoelectrica_convencional,fuel_oil,c_n_alta,06-noreste,19-huasteca,
carbon_ii_u1,en_operacion,carboelectrica,coal,ca_i_car2,06-noreste,12-rio_escondido,
carbon_ii_u2,en_operacion,carboelectrica,coal,ca_i_car2,06-noreste,12-rio_escondido,
carbon_ii_u3,en_operacion,carboelectrica,coal,ca_i_car2,06-noreste,12-rio_escondido,
carbon_ii_u4,en_operacion,carboelectrica,coal,ca_i_car2,06-noreste,12-rio_escondido,
fundidora,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,16-monterrey,
huinala_ii,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,16-monterrey,
huinala,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,16-monterrey,
huinala_tg,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,16-monterrey,
leona_u1,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,16-monterrey,
leona_u2,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,16-monterrey,
monclova_u1,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,12-rio_escondido,
monclova_u2,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,12-rio_escondido,
monterrey_iii,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,16-monterrey,
rio_bravo,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,14-reynosa,
rio_bravo_tc,en_operacion,termoelectrica_convencional,natural_gas,g_ahnrr,06-noreste,14-reynosa,
rio_bravo_ii,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,15-matamoros,
rio_bravo_iii,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,15-matamoros,
rio_bravo_iv,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,15-matamoros,
rio_escondido,en_operacion,carboelectrica,coal,ca_rioes,06-noreste,12-rio_escondido,
saltillo,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,17-saltillo,
tamazunchale,en_operacion,ciclo_combinado,natural_gas,gn_tamazu,06-noreste,20-tamazunchale,
tecnologico,en_operacion,turbogas,diesel,d_naciona,06-noreste,16-monterrey,
universidad_u1,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,16-monterrey,
universidad_u2,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,16-monterrey,
el_sauz_ii,en_operacion,ciclo_combinado,natural_gas,g_sauzqro,03-occidental,30-queretaro,
cogcoracion_salamanca,en_operacion,turbogas,natural_gas,g_petsal,03-occidental,26-salamanca,
el_sauz,en_operacion,ciclo_combinado,natural_gas,g_sauzqro,03-occidental,30-queretaro,
huicot,en_operacion,combustion_interna,fuel_oil,c_i_manza,03-occidental,22-tepic,
manzanillo_central,en_operacion,termoelectrica_convencional,fuel_oil,c_i_manza,03-occidental,27-manzanillo,
manzanillo_u3_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_i_manza,03-occidental,27-manzanillo,
manzanillo_u4_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_i_manza,03-occidental,27-manzanillo,
manzanillo_p1,en_operacion,ciclo_combinado,natural_gas,g_petsal,03-occidental,27-manzanillo,
manzanillo_p2,en_operacion,ciclo_combinado,natural_gas,g_petsal,03-occidental,27-manzanillo,
petacalco,en_operacion,carboelectrica,coal,ca_i_peta,03-occidental,29-lazaro_cardenas,
salamanca_u3,en_operacion,termoelectrica_convencional,fuel_oil,c_n_sala,03-occidental,26-salamanca,
salamanca_u4,en_operacion,termoelectrica_convencional,fuel_oil,c_n_sala,03-occidental,26-salamanca,
villa_de_reyes_u1,en_operacion,termoelectrica_convencional,fuel_oil,c_n_vrey,03-occidental,25-san_luis_potosi,
villa_de_reyes_u2,en_operacion,termoelectrica_convencional,fuel_oil,c_n_vrey,03-occidental,25-san_luis_potosi,
dos_bocas_u1,en_operacion,ciclo_combinado,natural_gas,g_2boca,02-oriental,33-veracruz,
dos_bocas_u2,en_operacion,ciclo_combinado,natural_gas,g_2boca,02-oriental,33-veracruz,
dos_bocas_u3,en_operacion,ciclo_combinado,natural_gas,g_2boca,02-oriental,33-veracruz,
dos_bocas_u4,en_operacion,ciclo_combinado,natural_gas,g_2boca,02-oriental,33-veracruz,
dos_bocas_u5,en_operacion,ciclo_combinado,natural_gas,g_2boca,02-oriental,33-veracruz,
dos_bocas_u6,en_operacion,ciclo_combinado,natural_gas,g_2boca,02-oriental,33-veracruz,
laguna_verde_central,en_operacion,nucleoelectrica,uranium,nuc,02-oriental,33-veracruz,
poza_rica_u1,en_operacion,termoelectrica_convencional,fuel_oil,c_n_poza,02-oriental,32-poza_rica,
poza_rica_u2,en_operacion,termoelectrica_convencional,fuel_oil,c_n_poza,02-oriental,32-poza_rica,
poza_rica_u3,en_operacion,termoelectrica_convencional,fuel_oil,c_n_poza,02-oriental,32-poza_rica,
san_lorenzo_potencia,en_operacion,ciclo_combinado,natural_gas,g_slorp,02-oriental,34-puebla,
tuxpan_u1_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_tuxp,02-oriental,32-poza_rica,
tuxpan_u2_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_tuxp,02-oriental,32-poza_rica,
tuxpan_u3_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_tuxp,02-oriental,32-poza_rica,
tuxpan_u4_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_tuxp,02-oriental,32-poza_rica,
tuxpan_u5_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_tuxp,02-oriental,32-poza_rica,
tuxpan_u6_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_tuxp,02-oriental,32-poza_rica,
tuxpan_ii,en_operacion,ciclo_combinado,natural_gas,g_tuxpoz,02-oriental,32-poza_rica,
tuxpan_iii_y_iv,en_operacion,ciclo_combinado,natural_gas,g_tuxpoz,02-oriental,32-poza_rica,
tuxpan_v,en_operacion,ciclo_combinado,natural_gas,gn_tuxp,02-oriental,32-poza_rica,
cancun_tg1,en_operacion,turbogas,diesel,d_penins,07-peninsular,43-cancun,
cancun_tg2,en_operacion,turbogas,diesel,d_penins,07-peninsular,43-cancun,
cancun_tg3,en_operacion,turbogas,diesel,d_penins,07-peninsular,43-cancun,
cancun_tg5,en_operacion,turbogas,diesel,d_penins,07-peninsular,43-cancun,
chankanaab_u1,en_operacion,turbogas,diesel,d_penins,07-peninsular,45-cozumel,
chankanaab_u2,en_operacion,turbogas,diesel,d_penins,07-peninsular,45-cozumel,
chankanaab_u4,en_operacion,turbogas,diesel,d_penins,07-peninsular,45-cozumel,
ciudad_del_carmen_u1,en_operacion,turbogas,diesel,d_penins,07-peninsular,41-lerma,
ciudad_del_carmen_u2,en_operacion,turbogas,diesel,d_penins,07-peninsular,41-lerma,
ciudad_del_carmen_u3,en_operacion,turbogas,diesel,d_penins,07-peninsular,41-lerma,
holbox,en_operacion,combustion_interna,fuel_oil,c_n_meri,07-peninsular,43-cancun,
lerma_u2,en_operacion,termoelectrica_convencional,fuel_oil,c_n_lerm,07-peninsular,41-lerma,
lerma_u3,en_operacion,termoelectrica_convencional,fuel_oil,c_n_lerm,07-peninsular,41-lerma,
lerma_u4,en_operacion,termoelectrica_convencional,fuel_oil,c_n_lerm,07-peninsular,41-lerma,
merida_ii_tg,en_operacion,turbogas,diesel,d_penins,07-peninsular,42-merida,
merida_ii_u1_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_meri,07-peninsular,42-merida,
merida_ii_u2_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_meri,07-peninsular,42-merida,
merida_iii,en_operacion,ciclo_combinado,natural_gas,g_penin,07-peninsular,42-merida,
nachi_-_cocom_tg,en_operacion,turbogas,diesel,d_penins,07-peninsular,42-merida,
nizuc_u1,en_operacion,turbogas,diesel,d_penins,07-peninsular,43-cancun,
nizuc_u2,en_operacion,turbogas,diesel,d_penins,07-peninsular,43-cancun,
transalta_campeche,en_operacion,ciclo_combinado,natural_gas,g_penin,07-peninsular,41-lerma,
valladolid,en_operacion,ciclo_combinado,natural_gas,g_penin,07-peninsular,42-merida,
valladolid_u1_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_vall,07-peninsular,42-merida,
valladolid_u2_tc,en_operacion,termoelectrica_convencional,fuel_oil,c_n_vall,07-peninsular,42-merida,
valladolid_iii,en_operacion,ciclo_combinado,natural_gas,g_penin,07-peninsular,42-merida,
xul_-_ha_cfe_18000,en_operacion,turbogas,diesel,d_penins,07-peninsular,44-chetumal,
xul_-_ha_u1_tg,en_operacion,turbogas,diesel,d_penins,07-peninsular,44-chetumal,
xul_-_ha_u2_tg,en_operacion,turbogas,diesel,d_penins,07-peninsular,44-chetumal,
agnico_eagle_mexico,en_operacion,combustion_interna,diesel,d_naciona,05-norte,09-chihuahua,
agribrands_purina_mexico,en_operacion,combustion_interna,natural_gas,g_sauzqro,03-occidental,26-salamanca,
agroenergia,en_operacion,termoelectrica_convencional,natural_gas,g_petsal,03-occidental,30-queretaro,
alimentos_kowi,en_operacion,combustion_interna,diesel,d_naciona,04-noroeste,03-obregon,
almidones_mexicanos,en_operacion,turbogas,natural_gas,g_petsal,03-occidental,23-guadalajara,
altos_hornos_de_mexico,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,12-rio_escondido,
atlatec,en_operacion,bioenergia,natural_gas,g_sauzqro,03-occidental,30-queretaro,
avomex_internacional,en_operacion,combustion_interna,diesel,d_naciona,06-noreste,12-rio_escondido,
bio_pappel_printing,en_operacion,turbogas,natural_gas,gn_tuxp,02-oriental,36-temascal,
bio_pappel,en_operacion,turbogas,natural_gas,zzon_nort,05-norte,10-durango,
bioenergia_de_nuevo_leon,en_operacion,bioenergia,natural_gas,g_ahnrr,06-noreste,16-monterrey,
bsm_energia_de_veracruz,en_operacion,bioenergia,diesel,d_naciona,02-oriental,36-temascal,
cartones_ponderosa,en_operacion,combustion_interna,fuel_oil,c_n_vrey,03-occidental,30-queretaro,
ce_g_sanborns,en_operacion,cogeneracion_eficiente,natural_gas,g_central,01-central,31-central,
celulosa_de_fibras_mexicanas,en_operacion,ciclo_combinado,natural_gas,g_slorp,02-oriental,34-puebla,
cobielec,en_operacion,combustion_interna,natural_gas,g_slorp,02-oriental,34-puebla,
cogcoracion_de_energia_limpia_de_cosoleacaque,en_operacion,cogeneracion_eficiente,natural_gas,gn_tuxp,02-oriental,37-coatzacoalcos,
compania_cervecera_de_coahuila,en_operacion,termoelectrica_convencional,fuel_oil,c_n_coah,06-noreste,12-rio_escondido,
cooperativa_la_cruz_azul,en_operacion,bioenergia,natural_gas,g_sauzqro,03-occidental,24-aguascalientes,
csi_en_saltillo,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,17-saltillo,
deacero_power,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,17-saltillo,
destileria_del_golfo,en_operacion,bioenergia,diesel,d_naciona,02-oriental,33-veracruz,
draexlmaier_components_automotive_de_mexico,en_operacion,combustion_interna,diesel,d_naciona,03-occidental,25-san_luis_potosi,
el_palacio_de_hierro_guadalajara,en_operacion,combustion_interna,diesel,d_naciona,03-occidental,23-guadalajara,
el_palacio_de_hierro_monterrey,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,16-monterrey,
ener-g_planta_celaya,en_operacion,bioenergia,natural_gas,zzon_nort,05-norte,10-durango,
energia_azteca_viii,en_operacion,ciclo_combinado,natural_gas,g_sauzqro,03-occidental,30-queretaro,
energia_azteca_x,en_operacion,ciclo_combinado,natural_gas,zzon_noro,08-baja_california,48-mexicali,
energia_chihuahua,en_operacion,ciclo_combinado,natural_gas,zzon_nort,05-norte,07-juarez,
energia_lactea,en_operacion,bioenergia,natural_gas,zzon_nort,05-norte,09-chihuahua,
energia_mk_kf,en_operacion,cogeneracion_eficiente,natural_gas,gn_altam,06-noreste,19-huasteca,
energia_renovable_de_cuautla,en_operacion,cogeneracion_eficiente,natural_gas,g_central,01-central,31-central,
energia_san_luis_de_la_paz,en_operacion,ciclo_combinado,natural_gas,g_sauzqro,03-occidental,30-queretaro,
energia_san_pedro,en_operacion,cogeneracion_eficiente,natural_gas,g_ahnrr,06-noreste,16-monterrey,
energreen_energia_pi,en_operacion,bioenergia,natural_gas,g_central,01-central,31-central,
enertek,en_operacion,turbogas,natural_gas,gn_altam,06-noreste,19-huasteca,
ensambles_hyson,en_operacion,combustion_interna,diesel,d_bcn,08-baja_california,46-tijuana,
fermicaise,en_operacion,combustion_interna,natural_gas,g,01-central,31-central,
fersinsa_gb,en_operacion,turbogas,natural_gas,g_ahnrr,06-noreste,17-saltillo,
ford_motor_company,en_operacion,combustion_interna,diesel,d_naciona,05-norte,09-chihuahua,
fuerza_y_energia_de_naco-nogales,en_operacion,ciclo_combinado,natural_gas,zzon_noro,04-noroeste,02-cananea,
fuerza_y_energia_de_norte_durango,en_operacion,ciclo_combinado,natural_gas,zzon_nort,05-norte,10-durango,
fundilag_hierro,en_operacion,combustion_interna,diesel,d_naciona,05-norte,11-laguna,
ganaderia_integral_sk,en_operacion,combustion_interna,diesel,d_naciona,06-noreste,16-monterrey,
ganaderia_integral_vizur,en_operacion,combustion_interna,diesel,d_naciona,04-noroeste,05-culiacan,
gcoradora_la_paz,en_operacion,combustion_interna,diesel,d_naciona,03-occidental,25-san_luis_potosi,
gcoradora_petrocel,en_operacion,termoelectrica_convencional,fuel_oil,c_n_alta,06-noreste,19-huasteca,
gcoradora_pondercel,en_operacion,termoelectrica_convencional,fuel_oil,c_n_chih,05-norte,09-chihuahua,
gollek_interamerica,en_operacion,combustion_interna,diesel,d_naciona,06-noreste,16-monterrey,
goplas,en_operacion,combustion_interna,natural_gas,g,01-central,31-central,
graftech_mexico,en_operacion,combustion_interna,diesel,d_naciona,06-noreste,16-monterrey,
gresaise,en_operacion,turbogas,natural_gas,g_slorp,02-oriental,34-puebla,
grupo_celanese_complejo_ocot,en_operacion,termoelectrica_convencional,fuel_oil,c_n_sala,03-occidental,23-guadalajara,
gs_energia,en_operacion,turbogas,natural_gas,g_petsal,03-occidental,28-carapan,
harinera_la_espiga,en_operacion,combustion_interna,natural_gas,g,01-central,31-central,
huixtla_energia,en_operacion,bioenergia,diesel,d_naciona,02-oriental,39-grijalva,
iberdrola_energia_la_laguna,en_operacion,ciclo_combinado,natural_gas,zzon_nort,05-norte,11-laguna,
iberdrola_energia_monterrey,en_operacion,ciclo_combinado,natural_gas,g_ahnrr,06-noreste,16-monterrey,
iberdrola_energia_tamazunchale_v,en_operacion,ciclo_combinado,natural_gas,gn_tamazu,06-noreste,20-tamazunchale,
impulsora_mexicana_de_energia,en_operacion,combustion_interna,diesel,d_naciona,06-noreste,16-monterrey,
industrial_papelera_mexicana,en_operacion,turbogas,natural_gas,g_petsal,03-occidental,28-carapan,
industrias_derivadas_del_etileno,en_operacion,termoelectrica_convencional,natural_gas,g_slorp,02-oriental,37-coatzacoalcos,
industrias_quimicas_falcon_de_mexico,en_operacion,turbogas,diesel,d_naciona,01-central,31-central,
ingenio_la_gloria,en_operacion,bioenergia,fuel_oil,c_n_tuxp,02-oriental,33-veracruz,
ingenio_san_miguel_del_naranjo,en_operacion,bioenergia,diesel,d_naciona,03-occidental,25-san_luis_potosi,
ingenio_san_nicolas,en_operacion,bioenergia,diesel,d_naciona,02-oriental,37-coatzacoalcos,
innophos_fosfatados_de_mexico_aut,en_operacion,combustion_interna,natural_gas,g_slorp,02-oriental,37-coatzacoalcos,
italaise,en_operacion,turbogas,natural_gas,g_sauzqro,03-occidental,30-queretaro,
kellogg_de_mexico,en_operacion,combustion_interna,natural_gas,g_sauzqro,03-occidental,30-queretaro,
