,ID,LAT,LON,ADDRESS
135,136,20.0,-100.6667,Guanajuato
136,137,20.0,-100.0,Estado de México
137,138,20.0,-99.3333,Hgo.
138,139,20.0,-98.6667,Hidalgo
139,140,20.0,-98.0,Puebla
140,141,20.0,-97.3333,Puebla
141,142,20.0,-96.6667,Veracruz
142,143,20.0,-90.0,Campeche
143,144,20.0,-89.3333,Yucatán
144,145,20.0,-88.6667,Q.R.
145,146,20.0,-88.0,Quintana Roo
146,147,20.5,-105.3333,Jal.
147,148,20.5,-104.6667,Jal.
148,149,20.5,-104.0,Jal.
149,150,20.5,-103.3333,Jalisco
150,151,20.5,-102.6667,Jalisco
151,152,20.5,-102.0,Guanajuato
152,153,20.5,-101.3333,Guanajuato
153,154,20.5,-100.6667,Gto.
154,155,20.5,-100.0,Qro.
155,156,20.5,-99.3333,Hidalgo
156,157,20.5,-98.6667,Hidalgo
157,158,20.5,-98.0,Hidalgo
158,159,20.5,-97.3333,Veracruz
159,160,20.5,-90.0,Yuc.
160,161,20.5,-89.3333,Yucatán
161,162,20.5,-88.6667,Yucatán
162,163,20.5,-88.0,Yucatán
163,164,20.5,-87.3333,Quintana Roo
164,165,21.0,-104.6667,Nayarit
165,166,21.0,-104.0,Jalisco
166,167,21.0,-103.3333,Jalisco
167,168,21.0,-102.6667,Jalisco
168,169,21.0,-102.0,Jal.
169,170,21.0,-101.3333,Guanajuato
170,171,21.0,-100.6667,Guanajuato
171,172,21.0,-100.0,Querétaro
172,173,21.0,-99.3333,Hidalgo
173,174,21.0,-98.6667,Hgo.
174,175,21.0,-98.0,Ver.
175,176,21.0,-97.3333,Veracruz
176,177,21.0,-90.0,Yuc.
177,178,21.0,-89.3333,Yuc.
178,179,21.0,-88.6667,Yucatán
179,180,21.0,-88.0,Yucatán
180,181,21.0,-87.3333,Q.R.
181,182,21.5,-104.6667,Nayarit
182,183,21.5,-104.0,Nayarit
183,184,21.5,-103.3333,Zacatecas
184,185,21.5,-102.6667,Zac.
185,186,21.5,-102.0,Jalisco
186,187,21.5,-101.3333,Guanajuato
187,188,21.5,-100.6667,Guanajuato
188,189,21.5,-100.0,Guanajuato
189,190,21.5,-99.3333,Querétaro
190,191,21.5,-98.6667,San Luis Potosí
191,192,21.5,-98.0,Veracruz
192,193,21.5,-88.0,Yucatán
193,194,22.0,-106.0,Error
194,195,22.0,-105.3333,Nayarit
195,196,22.0,-104.6667,Nayarit
196,197,22.0,-104.0,Jalisco
197,198,22.0,-103.3333,Jalisco
198,199,22.0,-102.6667,Ags.
199,200,22.0,-102.0,Ags.
200,201,22.0,-101.3333,Unnamed Road
201,202,22.0,-100.6667,San Luis Potosí
202,203,22.0,-100.0,San Luis Potosí
203,204,22.0,-99.3333,San Luis Potosí
204,205,22.0,-98.6667,San Luis Potosí
205,206,22.0,-98.0,Veracruz
206,207,22.5,-105.3333,Nayarit
207,208,22.5,-104.6667,Nayarit
208,209,22.5,-104.0,Zacatecas
209,210,22.5,-103.3333,Zacatecas
210,211,22.5,-102.6667,Zacatecas
211,212,22.5,-102.0,Zac.
212,213,22.5,-101.3333,Zacatecas
213,214,22.5,-100.6667,San Luis Potosí
214,215,22.5,-100.0,San Luis Potosí
215,216,22.5,-99.3333,San Luis Potosí
216,217,22.5,-98.6667,Tamaulipas
217,218,22.5,-98.0,Tamaulipas
218,219,23.0,-110.0,Baja California Sur
219,220,23.0,-106.0,Sinaloa
220,221,23.0,-105.3333,Sinaloa
221,222,23.0,-104.6667,Durango
222,223,23.0,-104.0,Zacatecas
223,224,23.0,-103.3333,Zacatecas
224,225,23.0,-102.6667,Zacatecas
225,226,23.0,-102.0,S.L.P.
226,227,23.0,-101.3333,San Luis Potosí
227,228,23.0,-100.6667,San Luis Potosí
228,229,23.0,-100.0,Tamaulipas
229,230,23.0,-99.3333,Tamps.
230,231,23.0,-98.6667,Tamaulipas
231,232,23.0,-98.0,Tamaulipas
232,233,23.5,-110.0,Baja California Sur
233,234,23.5,-106.0,Sinaloa
234,235,23.5,-105.3333,Durango
235,236,23.5,-104.6667,Durango
236,237,23.5,-104.0,Zacatecas
237,238,23.5,-103.3333,Zacatecas
238,239,23.5,-102.6667,Zacatecas
239,240,23.5,-102.0,Zacatecas
240,241,23.5,-101.3333,San Luis Potosí
241,242,23.5,-100.6667,San Luis Potosí
242,243,23.5,-100.0,Nuevo León
243,244,23.5,-99.3333,Tamps.
244,245,23.5,-98.6667,Tamaulipas
245,246,23.5,-98.0,Tamaulipas
246,247,24.0,-110.6667,B.C.S.
247,248,24.0,-110.0,Baja California Sur
248,249,24.0,-106.6667,Sinaloa
249,250,24.0,-106.0,Durango
250,251,24.0,-105.3333,Durango
251,252,24.0,-104.6667,Dgo.
252,253,24.0,-104.0,Dgo.
253,254,24.0,-103.3333,Zacatecas
254,255,24.0,-102.6667,Zacatecas
255,256,24.0,-102.0,Zacatecas
256,257,24.0,-101.3333,Zacatecas
257,258,24.0,-100.6667,San Luis Potosí
258,259,24.0,-100.0,N.L.
259,260,24.0,-99.3333,Tamaulipas
260,261,24.0,-98.6667,Tamps.
261,262,24.0,-98.0,Tamaulipas
262,263,24.5,-111.3333,B.C.S.
263,264,24.5,-107.3333,Sinaloa
264,265,24.5,-106.6667,Sinaloa
265,266,24.5,-106.0,Durango
266,267,24.5,-105.3333,Durango
267,268,24.5,-104.6667,Dgo.
268,269,24.5,-104.0,Dgo.
269,270,24.5,-103.3333,Durango
270,271,24.5,-102.6667,Durango
271,272,24.5,-102.0,Zacatecas
272,273,24.5,-101.3333,Zacatecas
273,274,24.5,-100.6667,Nuevo León
274,275,24.5,-100.0,Nuevo León
275,276,24.5,-99.3333,Tamaulipas
276,277,24.5,-98.6667,Tamaulipas
277,278,24.5,-98.0,Tamaulipas
278,279,25.0,-112.0,Baja California Sur
279,280,25.0,-111.3333,Baja California Sur
280,281,25.0,-110.6667,Baja California Sur
281,282,25.0,-110.0,Error
282,283,25.0,-108.0,Sinaloa
283,284,25.0,-107.3333,Sin.
284,285,25.0,-106.6667,Durango
285,286,25.0,-106.0,Durango
286,287,25.0,-105.3333,Durango
287,288,25.0,-104.6667,Dgo.
288,289,25.0,-104.0,Durango
289,290,25.0,-103.3333,Coahuila de Zaragoza
290,291,25.0,-102.6667,Zac.
291,292,25.0,-102.0,Zacatecas
292,293,25.0,-101.3333,Coahuila de Zaragoza
293,294,25.0,-100.6667,Nuevo León
294,295,25.0,-100.0,Nuevo León
295,296,25.0,-99.3333,Nuevo León
296,297,25.0,-98.6667,Tamaulipas
297,298,25.0,-98.0,Tamaulipas
298,299,25.5,-112.0,Baja California Sur
299,300,25.5,-111.3333,Baja California Sur
300,301,25.5,-108.6667,Sinaloa
301,302,25.5,-108.0,Sinaloa
302,303,25.5,-107.3333,Sinaloa
303,304,25.5,-106.6667,Durango
304,305,25.5,-106.0,Durango
305,306,25.5,-105.3333,Durango
306,307,25.5,-104.6667,Durango
307,308,25.5,-104.0,Durango
308,309,25.5,-103.3333,Coahuila de Zaragoza
309,310,25.5,-102.6667,Coah.
310,311,25.5,-102.0,Coahuila de Zaragoza
311,312,25.5,-101.3333,Coahuila de Zaragoza
312,313,25.5,-100.6667,Coahuila de Zaragoza
313,314,25.5,-100.0,N.L.
314,315,25.5,-99.3333,Nuevo León
315,316,25.5,-98.6667,Nuevo León
316,317,25.5,-98.0,Tamaulipas
317,318,25.5,-97.3333,Tamaulipas
318,319,26.0,-112.0,B.C.S.
319,320,26.0,-109.3333,Sinaloa
320,321,26.0,-108.6667,Sinaloa
321,322,26.0,-108.0,Sinaloa
322,323,26.0,-107.3333,Sinaloa
323,324,26.0,-106.6667,Chihuahua
324,325,26.0,-106.0,Durango
325,326,26.0,-105.3333,Durango
326,327,26.0,-104.6667,Durango
327,328,26.0,-104.0,Durango
328,329,26.0,-103.3333,Durango
329,330,26.0,-102.6667,Coah.
330,331,26.0,-102.0,Coahuila de Zaragoza
331,332,26.0,-101.3333,Coahuila de Zaragoza
332,333,26.0,-100.6667,Nuevo León
333,334,26.0,-100.0,Nuevo León
334,335,26.0,-99.3333,Nuevo León
335,336,26.0,-98.6667,Nuevo León
336,337,26.0,-98.0,Tamaulipas
337,338,26.5,-112.6667,B.C.S.
338,339,26.5,-112.0,Baja California Sur
339,340,26.5,-108.6667,Sinaloa
340,341,26.5,-108.0,Sinaloa
341,342,26.5,-107.3333,Chihuahua
342,343,26.5,-106.6667,Chihuahua
343,344,26.5,-106.0,Durango
344,345,26.5,-105.3333,Chihuahua
345,346,26.5,-104.6667,Durango
346,347,26.5,-104.0,Dgo.
347,348,26.5,-103.3333,Coahuila de Zaragoza
348,349,26.5,-102.6667,Coahuila de Zaragoza
349,350,26.5,-102.0,Coahuila de Zaragoza
350,351,26.5,-101.3333,Coahuila de Zaragoza
351,352,26.5,-100.6667,Nuevo León
352,353,26.5,-100.0,Nuevo León
353,354,26.5,-99.3333,Tamaulipas
354,355,27.0,-114.0,Baja California Sur
355,356,27.0,-113.3333,Baja California Sur
356,357,27.0,-112.6667,Baja California Sur
357,358,27.0,-109.3333,Sonora
358,359,27.0,-108.6667,Sonora
359,360,27.0,-108.0,Chihuahua
360,361,27.0,-107.3333,Chihuahua
361,362,27.0,-106.6667,Chihuahua
362,363,27.0,-106.0,Chihuahua
363,364,27.0,-105.3333,Chihuahua
364,365,27.0,-104.6667,Chih.
365,366,27.0,-104.0,Chihuahua
366,367,27.0,-103.3333,Coah.
367,368,27.0,-102.6667,Coahuila de Zaragoza
368,369,27.0,-102.0,Coah.
369,370,27.0,-101.3333,Coah.
370,371,27.0,-100.6667,Coahuila de Zaragoza
371,372,27.0,-100.0,Nuevo León
372,373,27.5,-114.0,Baja California Sur
373,374,27.5,-113.3333,Baja California Sur
374,375,27.5,-112.6667,Baja California Sur
375,376,27.5,-110.0,Sonora
376,377,27.5,-109.3333,Son.
377,378,27.5,-108.6667,Sonora
378,379,27.5,-108.0,Chihuahua
379,380,27.5,-107.3333,Chihuahua
380,381,27.5,-106.6667,Chihuahua
381,382,27.5,-106.0,Chihuahua
382,383,27.5,-105.3333,Chihuahua
383,384,27.5,-104.6667,Chihuahua
384,385,27.5,-104.0,Chihuahua
385,386,27.5,-103.3333,Coahuila de Zaragoza
386,387,27.5,-102.6667,Coah.
387,388,27.5,-102.0,Coahuila de Zaragoza
388,389,27.5,-101.3333,Coahuila de Zaragoza
389,390,27.5,-100.6667,Coah.
390,391,27.5,-100.0,Nuevo León
391,392,28.0,-114.0,Baja California
392,393,28.0,-113.3333,Baja California Sur
393,394,28.0,-110.6667,Son.
394,395,28.0,-110.0,Sonora
395,396,28.0,-109.3333,Son.
396,397,28.0,-108.6667,Chihuahua
397,398,28.0,-108.0,Chihuahua
398,399,28.0,-107.3333,Chihuahua
399,400,28.0,-106.6667,Chih.
400,401,28.0,-106.0,Chihuahua
401,402,28.0,-105.3333,Chihuahua
402,403,28.0,-104.6667,Chih.
403,404,28.0,-104.0,Chihuahua
404,405,28.0,-103.3333,Coahuila de Zaragoza
405,406,28.0,-102.6667,Coahuila de Zaragoza
406,407,28.0,-102.0,Coah.
407,408,28.0,-101.3333,Coahuila de Zaragoza
408,409,28.0,-100.6667,Coahuila de Zaragoza
409,410,28.0,-100.0,Coahuila de Zaragoza
410,411,28.5,-114.0,B.C.
411,412,28.5,-113.3333,B.C.
412,413,28.5,-111.3333,Sonora
413,414,28.5,-110.6667,Sonora
414,415,28.5,-110.0,Sonora
415,416,28.5,-109.3333,Sonora
416,417,28.5,-108.6667,Sonora
417,418,28.5,-108.0,Chihuahua
418,419,28.5,-107.3333,Chihuahua
419,420,28.5,-106.6667,Chihuahua
420,421,28.5,-106.0,Chihuahua
421,422,28.5,-105.3333,Chihuahua
422,423,28.5,-104.6667,Chihuahua
423,424,28.5,-104.0,Chih.
424,425,28.5,-103.3333,Coahuila de Zaragoza
425,426,28.5,-102.6667,Coah.
426,427,28.5,-102.0,Coah.
427,428,28.5,-101.3333,Coah.
428,429,28.5,-100.6667,Coahuila de Zaragoza
429,430,29.0,-114.0,B.C.
430,431,29.0,-112.0,Sonora
431,432,29.0,-111.3333,Sonora
432,433,29.0,-110.6667,Sonora
433,434,29.0,-110.0,Sonora
434,435,29.0,-109.3333,Sonora
435,436,29.0,-108.6667,Chihuahua
436,437,29.0,-108.0,Chihuahua
437,438,29.0,-107.3333,Chihuahua
438,439,29.0,-106.6667,Chihuahua
439,440,29.0,-106.0,Chihuahua
440,441,29.0,-105.3333,Chih.
441,442,29.0,-104.6667,Chihuahua
442,443,29.0,-104.0,Chihuahua
443,444,29.0,-103.3333,TX 79834
444,445,29.0,-102.6667,Coahuila de Zaragoza
445,446,29.0,-102.0,Coahuila de Zaragoza
446,447,29.0,-101.3333,Coahuila de Zaragoza
447,448,29.0,-100.6667,Coahuila de Zaragoza
448,449,29.5,-114.6667,B.C.
449,450,29.5,-114.0,Baja California
450,451,29.5,-112.0,Sonora
451,452,29.5,-111.3333,Sonora
452,453,29.5,-110.6667,Sonora
453,454,29.5,-110.0,Sonora
454,455,29.5,-109.3333,Sonora
455,456,29.5,-108.6667,Chihuahua
456,457,29.5,-108.0,Chih.
457,458,29.5,-107.3333,Chih.
458,459,29.5,-106.6667,Chih.
459,460,29.5,-106.0,Chihuahua
460,461,29.5,-105.3333,Chih.
461,462,29.5,-104.6667,Chihuahua
462,463,29.5,-102.6667,Coah.
463,464,29.5,-102.0,Coahuila de Zaragoza
464,465,29.5,-101.3333,Coahuila de Zaragoza
465,466,30.0,-115.3333,Baja California
466,467,30.0,-114.6667,Baja California
467,468,30.0,-112.6667,Sonora
468,469,30.0,-112.0,Sonora
469,470,30.0,-111.3333,Sonora
470,471,30.0,-110.6667,Son.
471,472,30.0,-110.0,Sonora
472,473,30.0,-109.3333,Son.
473,474,30.0,-108.6667,Chihuahua
474,475,30.0,-108.0,Chihuahua
475,476,30.0,-107.3333,Chihuahua
476,477,30.0,-106.6667,Chihuahua
477,478,30.0,-106.0,Chihuahua
478,479,30.0,-105.3333,Chihuahua
479,480,30.5,-116.0,B.C.
480,481,30.5,-115.3333,Baja California
481,482,30.5,-114.6667,Baja California
482,483,30.5,-112.6667,Sonora
483,484,30.5,-112.0,Sonora
484,485,30.5,-111.3333,Sonora
485,486,30.5,-110.6667,Sonora
486,487,30.5,-110.0,Sonora
487,488,30.5,-109.3333,Sonora
488,489,30.5,-108.6667,Son.
489,490,30.5,-108.0,Chihuahua
490,491,30.5,-107.3333,Chihuahua
491,492,30.5,-106.6667,Chihuahua
492,493,30.5,-106.0,Chihuahua
493,494,30.5,-105.3333,Chihuahua
494,495,31.0,-116.0,Baja California
495,496,31.0,-115.3333,Baja California
496,497,31.0,-112.6667,Sonora
497,498,31.0,-112.0,Sonora
498,499,31.0,-111.3333,Sonora
499,500,31.0,-110.6667,Sonora
500,501,31.0,-110.0,Sonora
501,502,31.0,-109.3333,Sonora
502,503,31.0,-108.6667,Chihuahua
503,504,31.0,-108.0,Chihuahua
504,505,31.0,-107.3333,Chihuahua
505,506,31.0,-106.6667,Chihuahua
506,507,31.0,-106.0,Chihuahua
507,508,31.5,-116.0,Baja California
508,509,31.5,-115.3333,B.C.
509,510,31.5,-113.3333,Sonora
510,511,31.5,-112.6667,Son.
511,512,31.5,-112.0,Sonora
512,513,31.5,-108.0,Chihuahua
513,514,31.5,-107.3333,Chihuahua
514,515,31.5,-106.6667,Chihuahua
515,516,32.0,-116.6667,Baja California
516,517,32.0,-116.0,Baja California
517,518,32.0,-115.3333,B.C.
518,519,32.0,-114.6667,Sonora
519,520,32.0,-114.0,Son.
520,521,32.0,-113.3333,Son.
521,522,32.5,-116.6667,Baja California
522,523,32.5,-116.0,Baja California
523,524,32.5,-115.3333,B.C.
